GLON GLAT VLSR a b pa d_VLSR p_far cos_pa sin_pa aa bb f_avg Seq in_grs
26.162 -0.071 105.4 0.0037 0.0029 248 1.9215 -0.5 -0.3746065934159123 -0.9271838545667873 1.3865279706790124e-05 8.329637345679015e-06 1 4393 1
26.179 0.137 112.8 0.0038 0.0032 197 1.1162 -0.5 -0.9563047559630354 -0.2923717047227368 1.4598767361111114e-05 9.940007716049382e-06 0 4396 1
26.194 -0.144 103.5 0.0026 0.0015 101 1.9215 -0.5 -0.1908089953765448 0.981627183447664 6.673611111111111e-06 2.2960667438271604e-06 1 4398 1
26.261 -0.072 99.0 0.0026 0.0023 138 1.3776 -0.5 -0.7431448254773944 0.669130606358858 6.76e-06 5.437964891975308e-06 0 4402 1
26.291 -0.053 114.3 0.0023 0.0022 184 1.9215 -0.5 -0.9975640502598242 -0.06975647374412527 5.0812673611111125e-06 4.84e-06 1 4407 1
26.359 0.036 57.0 0.0021 0.0018 241 1.5377 -0.5 -0.48480962024633767 -0.8746197071393955 4.213896604938271e-06 3.3968537808641973e-06 0 4416 1
26.452 0.182 99.5 0.0047 0.0036 134 1.8839 -0.5 -0.6946583704589974 0.7193398003386511 2.1933611111111105e-05 1.3030094521604936e-05 0 4420 1
26.503 0.247 110.5 0.0028 0.0019 250 1.0926 -0.5 -0.3420201433256685 -0.9396926207859084 7.80891975308642e-06 3.8024999999999996e-06 0 4422 1
26.508 -0.447 68.1 0.0025 0.0014 124 1.3093 -0.5 -0.5591929034707467 0.8290375725550418 6.160048225308643e-06 1.8488445216049378e-06 0 4423 1
26.512 -0.293 107.2 0.0034 0.0021 179 1.8956 0.5 -0.9998476951563913 0.017452406437283435 1.1390624999999999e-05 4.4275173611111105e-06 0 4425 1
26.528 -0.27 105.8 0.0034 0.0027 189 1.9215 0.5 -0.9876883405951378 -0.15643446504023076 1.1222500000000001e-05 7.350123456790124e-06 1 4426 1
26.545 0.419 86.3 0.0059 0.0036 168 1.201 0.5 -0.9781476007338056 0.20791169081775973 3.5039822530864194e-05 1.299001736111111e-05 0 4427 1
26.591 -0.058 66.9 0.0025 0.0011 151 1.9215 0.5 -0.8746197071393957 0.48480962024633717 6.474197530864199e-06 1.3129340277777779e-06 1 4435 1
26.594 -0.028 23.5 0.006 0.0027 123 2.7622 0.5 -0.5446390350150271 0.838670567945424 3.6350850694444435e-05 7.1037056327160515e-06 0 4437 1
26.663 0.274 111.9 0.0021 0.0018 122 1.1515 -0.5 -0.5299192642332048 0.8480480961564261 4.248179012345679e-06 3.165434027777778e-06 0 4442 1
26.828 0.181 93.4 0.0032 0.0013 102 1.9215 -0.5 -0.20791169081775934 0.9781476007338057 1.0045378086419753e-05 1.629168595679012e-06 1 4448 1
26.957 -0.077 83.0 0.0031 0.0023 252 2.0675 0.5 -0.30901699437494756 -0.9510565162951535 9.361900077160494e-06 5.150378086419754e-06 0 4455 1
27.002 -0.298 67.9 0.0033 0.0021 156 1.1798 -0.5 -0.913545457642601 0.40673664307580004 1.0671111111111109e-05 4.231020447530864e-06 0 4457 1
27.011 -0.037 -14.1 0.0042 0.0023 237 1.9215 0.5 -0.544639035015027 -0.838670567945424 1.7803711419753083e-05 5.093798225308641e-06 1 4458 1
27.02 0.202 95.0 0.004 0.0026 137 1.6036 -0.5 -0.7313537016191705 0.6819983600624985 1.624537808641975e-05 6.9198225308641985e-06 0 4459 1
27.026 0.286 95.7 0.0039 0.0028 233 1.0008 -0.5 -0.6018150231520483 -0.7986355100472928 1.549297067901234e-05 7.964938271604938e-06 0 4460 1
27.095 -0.56 85.4 0.0041 0.0019 144 1.0714 -0.5 -0.8090169943749473 0.5877852522924732 1.6719012345679014e-05 3.7646778549382724e-06 0 4465 1
27.104 -0.074 91.7 0.0047 0.0034 200 1.9215 -0.5 -0.9396926207859084 -0.34202014332566866 2.1738906249999998e-05 1.1883341049382716e-05 1 4467 1
27.125 0.165 21.9 0.0036 0.0016 223 1.9215 -0.5 -0.7313537016191707 -0.6819983600624984 1.3160771604938273e-05 2.60015625e-06 1 4468 1
27.178 -0.105 47.4 0.0029 0.0021 121 0.9325 -0.5 -0.5150380749100542 0.8571673007021123 8.289600694444444e-06 4.604600694444444e-06 0 4472 1
27.189 -0.079 25.6 0.0049 0.0028 93 1.9215 0.5 -0.05233595624294384 0.9986295347545738 2.4050850694444448e-05 8.10667438271605e-06 1 4474 1
27.216 -0.1 27.7 0.0051 0.0032 204 1.2669 0.5 -0.9135454576426009 -0.4067366430758002 2.6208711419753088e-05 1.0248890817901235e-05 0 4475 1
27.252 0.138 33.0 0.0038 0.0025 222 1.9215 0.5 -0.7431448254773942 -0.6691306063588582 1.4630624999999999e-05 6.208402777777779e-06 1 4478 1
27.297 -0.153 91.1 0.0024 0.0018 120 1.9215 -0.5 -0.4999999999999998 0.8660254037844388 5.99569637345679e-06 3.0771006944444445e-06 1 4481 1
27.335 0.174 33.7 0.0081 0.0037 175 1.9215 0.5 -0.9961946980917455 0.0871557427476582 6.635460069444444e-05 1.3875625e-05 1 4482 1
27.367 -0.165 91.3 0.0043 0.0032 222 3.3556 -0.5 -0.7431448254773942 -0.6691306063588582 1.8681604938271604e-05 1.0373767361111111e-05 0 4485 1
27.466 -0.151 89.2 0.0037 0.0031 260 1.6036 -0.5 -0.17364817766693033 -0.984807753012208 1.3495418595679012e-05 9.730933641975309e-06 0 4492 1
27.5 0.191 35.1 0.0059 0.0049 166 1.9215 0.5 -0.9702957262759965 0.24192189559966773 3.4368906250000004e-05 2.407810378086419e-05 1 4501 1
27.5 -0.115 93.9 0.0043 0.0017 170 1.9215 -0.5 -0.9848077530122081 0.17364817766693025 1.8874197530864196e-05 2.7454648919753085e-06 1 4502 1
27.504 -0.292 9.3 0.0022 0.0016 226 1.9215 -0.5 -0.6946583704589973 -0.7193398003386512 4.706489197530864e-06 2.7133410493827162e-06 1 4503 1
27.506 0.095 84.7 0.003 0.0022 240 1.9215 0.5 -0.49999999999999967 -0.8660254037844388 8.768179012345677e-06 4.901304012345679e-06 1 4504 1
27.513 0.075 84.8 0.0028 0.0026 108 1.9215 0.5 -0.30901699437494734 0.9510565162951536 7.69291859567901e-06 6.666437114197531e-06 1 4505 1
27.563 0.083 84.4 0.0043 0.0032 171 3.3156 0.5 -0.9876883405951377 0.15643446504023098 1.8168906249999997e-05 1.0239999999999999e-05 0 4514 1
27.577 0.034 87.6 0.0038 0.0034 258 1.9215 0.5 -0.20791169081775895 -0.9781476007338057 1.435567901234568e-05 1.1475156249999998e-05 1 4516 1
27.585 0.34 97.8 0.003 0.0026 228 1.9215 -0.5 -0.6691306063588585 -0.743144825477394 8.941761188271605e-06 6.949081790123457e-06 1 4517 1
27.59 0.019 90.3 0.0022 0.0015 267 1.9215 0.5 -0.052335956242944306 -0.9986295347545738 4.797316743827159e-06 2.134845679012345e-06 1 4518 1
27.61 0.021 89.7 0.0049 0.0034 227 2.3383 0.5 -0.6819983600624986 -0.7313537016191705 2.3725017361111115e-05 1.1797316743827162e-05 0 4521 1
27.646 0.141 102.1 0.0043 0.0023 108 1.9215 -0.5 -0.30901699437494734 0.9510565162951536 1.822815586419753e-05 5.125192901234569e-06 1 4524 1
27.651 0.1 99.8 0.004 0.0033 231 1.3729 -0.5 -0.6293203910498378 -0.7771459614569706 1.5889081790123458e-05 1.0571529706790122e-05 0 4525 1
27.689 0.305 95.2 0.0032 0.0021 240 1.9215 -0.5 -0.49999999999999967 -0.8660254037844388 1.05625e-05 4.527438271604939e-06 1 4528 1
27.679 0.096 100.0 0.01 0.0059 244 3.9184 -0.5 -0.43837114678907774 -0.8987940462991668 0.00010072352623456792 3.4974081790123456e-05 0 4529 1
27.718 -0.118 75.6 0.0045 0.0031 102 1.8368 -0.5 -0.20791169081775934 0.9781476007338057 1.98643537808642e-05 9.704955632716049e-06 0 4533 1
27.724 -0.002 96.1 0.0068 0.0046 212 1.9215 -0.5 -0.8480480961564261 -0.5299192642332048 4.586299382716049e-05 2.103241512345679e-05 1 4534 1
27.741 0.177 78.2 0.0038 0.003 224 1.0408 -0.5 -0.7193398003386511 -0.6946583704589974 1.4577548225308642e-05 9.133827160493829e-06 0 4537 1
27.746 0.112 101.3 0.0056 0.0025 108 1.9215 -0.5 -0.30901699437494734 0.9510565162951536 3.181273341049383e-05 6.382640817901236e-06 1 4539 1
27.749 -0.267 45.1 0.0032 0.002 169 1.9215 -0.5 -0.981627183447664 0.19080899537654497 1.05625e-05 4.128798225308643e-06 1 4541 1
27.756 0.06 100.1 0.0068 0.0038 249 1.9215 -0.5 -0.3583679495453007 -0.9335804264972016 4.601361111111112e-05 1.4566944444444443e-05 1 4543 1
27.829 -0.337 45.9 0.0021 0.0019 151 1.9215 -0.5 -0.8746197071393957 0.48480962024633717 4.340277777777778e-06 3.6629706790123455e-06 1 4555 1
27.895 0.199 93.3 0.009 0.003 247 1.9215 -0.5 -0.3907311284892738 -0.9205048534524403 8.097500192901236e-05 9e-06 1 4565 1
27.918 -0.432 104.0 0.004 0.0021 177 1.9215 -0.5 -0.9986295347545738 0.05233595624294425 1.6189446373456786e-05 4.35765625e-06 1 4569 1
27.942 -0.475 46.0 0.0038 0.0029 226 1.9215 -0.5 -0.6946583704589973 -0.7193398003386512 1.4408350694444442e-05 8.409999999999999e-06 1 4577 1
27.957 -0.554 54.3 0.0035 0.0025 113 1.0809 -0.5 -0.3907311284892736 0.9205048534524404 1.1921674382716049e-05 6.354600694444444e-06 0 4579 1
27.97 -0.473 45.3 0.0043 0.0035 163 1.0243 -0.5 -0.9563047559630354 0.292371704722737 1.840648341049383e-05 1.2455017361111111e-05 0 4582 1
27.975 -0.423 44.2 0.0049 0.0031 246 1.1421 -0.5 -0.4067366430758009 -0.9135454576426006 2.3711489197530863e-05 9.852623456790124e-06 0 4583 1
27.989 0.358 95.7 0.0056 0.0017 97 1.9215 0.5 -0.12186934340514738 0.9925461516413221 3.136e-05 2.8947241512345676e-06 1 4586 1
27.997 0.155 78.7 0.0037 0.0028 133 1.9215 -0.5 -0.6819983600624984 0.7313537016191707 1.4052085262345678e-05 8.027777777777777e-06 1 4590 1
28.01 -0.055 94.5 0.0036 0.0029 199 1.1468 -0.5 -0.945518575599317 -0.32556815445715637 1.2800493827160494e-05 8.233711419753086e-06 0 4593 1
28.012 -0.426 19.3 0.0022 0.0018 155 1.9215 -0.5 -0.9063077870366499 0.4226182617406995 4.724585262345678e-06 3.2350019290123456e-06 1 4594 1
28.032 0.001 100.5 0.0022 0.0015 158 1.9215 0.5 -0.9271838545667873 0.37460659341591224 4.797316743827159e-06 2.3596373456790126e-06 1 4600 1
28.049 -0.457 45.8 0.0029 0.0025 264 1.2386 -0.5 -0.10452846326765423 -0.9945218953682733 8.178011188271606e-06 6.243057484567899e-06 0 4603 1
28.057 -0.002 100.1 0.0052 0.0031 217 1.9215 0.5 -0.7986355100472928 -0.6018150231520484 2.7373242669753087e-05 9.3704012345679e-06 1 4605 1
28.089 0.35 36.0 0.0036 0.0027 128 1.9215 -0.5 -0.6156614753256582 0.788010753606722 1.2661736111111112e-05 7.1037056327160515e-06 1 4611 1
28.089 -0.46 46.2 0.0019 0.0015 91 1.9215 -0.5 -0.017452406437283473 0.9998476951563913 3.437934027777778e-06 2.2792611882716047e-06 1 4613 1
28.11 -0.449 46.5 0.0047 0.0035 91 1.5636 -0.5 -0.017452406437283473 0.9998476951563913 2.2037808641975303e-05 1.1979290123456792e-05 0 4616 1
28.118 -0.343 46.4 0.0019 0.0012 100 1.9215 -0.5 -0.1736481776669303 0.984807753012208 3.578402777777777e-06 1.4634278549382718e-06 1 4617 1
28.158 0.166 89.6 0.0052 0.0039 243 1.3988 -0.5 -0.4539904997395469 -0.8910065241883678 2.7242600308641973e-05 1.5101859567901233e-05 0 4625 1
28.179 0.265 36.5 0.0044 0.0032 252 1.9215 0.5 -0.30901699437494756 -0.9510565162951535 1.9753086419753087e-05 1.0275586419753085e-05 1 4631 1
28.193 -0.081 98.2 0.0053 0.0043 117 1.9215 0.5 -0.45399049973954675 0.8910065241883679 2.7635464891975307e-05 1.8597656250000002e-05 1 4635 1
28.221 0.213 88.1 0.0047 0.0023 147 1.9215 -0.5 -0.8386705679454242 0.5446390350150269 2.2522934027777782e-05 5.137777777777778e-06 1 4642 1
28.234 0.236 88.1 0.0053 0.0025 147 1.9215 -0.5 -0.8386705679454242 0.5446390350150269 2.8370418595679015e-05 6.375625e-06 1 4643 1
28.278 -0.16 80.1 0.007 0.0041 126 1.9215 -0.5 -0.587785252292473 0.8090169943749475 4.855379822530864e-05 1.6855586419753083e-05 1 4649 1
28.29 -0.359 48.3 0.0055 0.0046 129 2.5149 -0.5 -0.6293203910498373 0.7771459614569711 2.9930017361111114e-05 2.1083402777777776e-05 0 4650 1
28.301 -0.122 81.6 0.0055 0.0051 227 1.9215 -0.5 -0.6819983600624986 -0.7313537016191705 3.0188919753086426e-05 2.6080881558641984e-05 1 4656 1
28.32 -0.305 72.2 0.0033 0.0021 166 1.062 -0.5 -0.9702957262759965 0.24192189559966773 1.086251736111111e-05 4.346066743827161e-06 0 4661 1
28.318 -0.038 33.9 0.0077 0.0052 173 1.6908 0.5 -0.992546151641322 0.12186934340514755 5.9825927854938265e-05 2.751876736111112e-05 0 4667 1
28.352 0.067 78.2 0.0071 0.0034 127 2.5314 -0.5 -0.601815023152048 0.798635510047293 5.0173611111111106e-05 1.1711604938271605e-05 0 4672 1
28.352 -0.334 75.6 0.0049 0.0024 229 1.9215 -0.5 -0.6560590289905074 -0.7547095802227719 2.447500771604938e-05 5.72671489197531e-06 1 4674 1
28.373 0.049 78.6 0.0067 0.0034 218 2.1288 -0.5 -0.788010753606722 -0.6156614753256582 4.4259452160493825e-05 1.1749660493827162e-05 0 4677 1
28.369 -0.218 70.2 0.0064 0.0024 119 1.9215 -0.5 -0.48480962024633695 0.8746197071393959 4.041074266975309e-05 5.846992669753087e-06 1 4678 1
28.367 0.127 80.5 0.0057 0.0032 251 1.5565 -0.5 -0.32556815445715664 -0.9455185755993168 3.279152970679012e-05 9.931251929012345e-06 0 4679 1
28.38 -0.238 46.3 0.0045 0.0021 169 1.9215 -0.5 -0.981627183447664 0.19080899537654497 1.9938705632716044e-05 4.404168595679012e-06 1 4680 1
28.406 -0.433 74.2 0.0041 0.0027 206 1.2551 -0.5 -0.8987940462991669 -0.43837114678907746 1.6719012345679014e-05 7.35765625e-06 0 4690 1
28.408 0.124 71.6 0.0055 0.0036 203 1.9215 -0.5 -0.9205048534524404 -0.39073112848927355 2.9869261188271608e-05 1.2770696373456791e-05 1 4692 1
28.445 -0.314 46.3 0.0027 0.0022 219 1.9215 -0.5 -0.7771459614569711 -0.6293203910498373 7.252548225308643e-06 4.8828722993827165e-06 1 4702 1
28.449 -0.33 46.5 0.0023 0.0021 108 0.8242 -0.5 -0.30901699437494734 0.9510565162951536 5.2390123456790125e-06 4.259637345679013e-06 0 4703 1
28.445 -0.261 47.8 0.0049 0.0037 260 1.9215 -0.5 -0.17364817766693033 -0.984807753012208 2.3779168595679007e-05 1.3424081790123457e-05 1 4704 1
28.449 0.001 -12.9 0.0065 0.0046 162 1.9215 0.5 -0.9510565162951535 0.3090169943749475 4.270259452160494e-05 2.0803734567901237e-05 1 4705 1
28.498 0.171 32.4 0.0049 0.0038 186 1.9215 -0.5 -0.9945218953682733 -0.10452846326765348 2.3996390817901237e-05 1.4324122299382717e-05 1 4718 1
28.505 0.018 99.6 0.0034 0.0024 245 1.9215 -0.5 -0.4226182617406991 -0.9063077870366502 1.1512826003086419e-05 5.760000000000001e-06 1 4722 1
28.515 -0.14 74.0 0.0081 0.0036 222 0.8972 -0.5 -0.7431448254773942 -0.6691306063588582 6.615111111111113e-05 1.2681512345679013e-05 0 4723 1
28.519 -0.256 87.5 0.0054 0.0031 142 1.9215 -0.5 -0.7880107536067219 0.6156614753256584 2.9220030864197535e-05 9.66173611111111e-06 1 4729 1
28.538 -0.279 88.6 0.007 0.0051 111 1.2622 -0.5 -0.35836794954530027 0.9335804264972017 4.9272600308641974e-05 2.6080881558641984e-05 0 4732 1
28.571 -0.296 87.7 0.0055 0.0034 195 1.9215 -0.5 -0.9659258262890683 -0.2588190451025208 3.037234567901234e-05 1.1569446373456788e-05 1 4741 1
28.576 -0.337 89.1 0.0081 0.0075 163 1.6601 -0.5 -0.9563047559630354 0.292371704722737 6.538519290123458e-05 5.591716049382717e-05 0 4747 1
28.582 0.148 -13.9 0.0044 0.003 125 5.7481 0.5 -0.5735764363510462 0.8191520442889917 1.9372224151234568e-05 9.150625000000002e-06 0 4748 1
28.593 0.061 100.8 0.0059 0.0041 172 1.9215 0.5 -0.9902680687415703 0.13917310096006574 3.51550173611111e-05 1.6810000000000003e-05 1 4750 1
28.594 -0.428 91.4 0.004 0.0026 108 1.9215 -0.5 -0.30901699437494734 0.9510565162951536 1.5679400077160494e-05 6.731141975308641e-06 1 4751 1
28.602 -0.37 91.8 0.0076 0.0044 262 3.0566 -0.5 -0.13917310096006583 -0.9902680687415703 5.776e-05 1.936e-05 0 4752 1
28.606 -0.439 90.7 0.003 0.0016 260 1.9215 -0.5 -0.17364817766693033 -0.984807753012208 8.950069444444443e-06 2.52015625e-06 1 4755 1
28.611 -0.262 63.2 0.0048 0.0037 216 1.9215 -0.5 -0.8090169943749475 -0.587785252292473 2.269463734567901e-05 1.3556714891975311e-05 1 4757 1
28.596 0.019 103.0 0.0096 0.007 194 2.7245 0.5 -0.9702957262759965 -0.2419218955996675 9.197342785493827e-05 4.882515625000001e-05 0 4758 1
28.634 0.478 28.3 0.0041 0.0022 245 1.4506 -0.5 -0.4226182617406991 -0.9063077870366502 1.6413751929012348e-05 4.8951562500000005e-06 0 4762 1
28.648 0.033 103.4 0.0086 0.0069 263 2.6162 0.5 -0.12186934340514717 -0.9925461516413221 7.329262345679013e-05 4.826389660493828e-05 0 4770 1
28.654 0.139 79.3 0.0063 0.0053 179 1.3046 -0.5 -0.9998476951563913 0.017452406437283435 4.0005625e-05 2.808999999999999e-05 0 4771 1
28.701 0.431 93.1 0.0021 0.0019 135 1.9215 -0.5 -0.7071067811865475 0.7071067811865476 4.604600694444444e-06 3.541714891975309e-06 1 4778 1
28.707 0.175 84.2 0.0028 0.0018 266 1.9215 0.5 -0.06975647374412558 -0.9975640502598242 7.623734567901233e-06 3.3407716049382717e-06 1 4779 1
28.733 0.15 85.7 0.0077 0.0036 162 1.9215 0.5 -0.9510565162951535 0.3090169943749475 5.8905624999999996e-05 1.323140625e-05 1 4788 1
28.744 0.511 26.4 0.0029 0.0017 197 1.9215 -0.5 -0.9563047559630354 -0.2923717047227368 8.24168402777778e-06 2.880563271604939e-06 1 4789 1
28.768 0.171 106.4 0.0066 0.0042 216 2.416 0.5 -0.8090169943749475 -0.587785252292473 4.3084637345679e-05 1.75235262345679e-05 0 4801 1
28.782 0.237 107.7 0.0085 0.0048 159 2.2583 0.5 -0.9335804264972016 0.35836794954530066 7.281777777777779e-05 2.272111111111111e-05 0 4808 1
28.797 -0.015 100.6 0.006 0.0041 190 1.573 0.5 -0.9848077530122081 -0.17364817766693003 3.543556327160493e-05 1.7061489197530864e-05 0 4811 1
28.824 0.005 80.3 0.0044 0.0027 104 1.9215 -0.5 -0.24192189559966756 0.9702957262759965 1.96667611882716e-05 7.140771604938271e-06 1 4819 1
28.829 -0.335 101.2 0.0029 0.0025 263 2.3949 0.5 -0.12186934340514717 -0.9925461516413221 8.458402777777779e-06 6.270850694444445e-06 0 4821 1
28.827 -0.25 88.0 0.0089 0.0082 216 2.197 -0.5 -0.8090169943749475 -0.587785252292473 7.86670447530864e-05 6.703515625000001e-05 0 4825 1
28.839 0.492 85.6 0.0071 0.0031 149 1.9663 -0.5 -0.8571673007021121 0.5150380749100544 4.972208526234568e-05 9.506944444444444e-06 0 4829 1
28.864 0.207 50.1 0.0046 0.0034 121 1.9215 -0.5 -0.5150380749100542 0.8571673007021123 2.1262345679012352e-05 1.1787777777777778e-05 1 4833 1
28.874 -0.389 85.2 0.0035 0.0025 269 1.9215 -0.5 -0.017452406437283498 -0.9998476951563913 1.2056327160493826e-05 6.236118827160494e-06 1 4836 1
28.876 -0.143 94.0 0.005 0.002 100 1.9215 -0.5 -0.1736481776669303 0.984807753012208 2.462640625e-05 4.089382716049383e-06 1 4837 1
28.907 -0.479 72.9 0.0034 0.0027 120 1.9215 -0.5 -0.4999999999999998 0.8660254037844388 1.1730625000000001e-05 7.32754822530864e-06 1 4853 1
28.927 -0.474 72.7 0.0034 0.0017 197 1.9215 -0.5 -0.9563047559630354 -0.2923717047227368 1.1892918595679012e-05 2.8570389660493825e-06 1 4856 1
28.92 -0.537 75.5 0.003 0.0018 178 1.9215 -0.5 -0.9993908270190958 0.03489949670250114 8.743520447530864e-06 3.0868537808641973e-06 1 4858 1
28.932 0.397 95.1 0.0048 0.004 251 1.9215 -0.5 -0.32556815445715664 -0.9455185755993168 2.3294029706790123e-05 1.638000771604938e-05 1 4863 1
28.953 -0.57 74.8 0.0058 0.0028 193 2.5691 -0.5 -0.9743700647852352 -0.22495105434386498 3.419000771604939e-05 7.73921489197531e-06 0 4869 1
28.956 -0.046 80.6 0.0077 0.0071 222 1.9215 -0.5 -0.7431448254773942 -0.6691306063588582 5.916173611111112e-05 4.9820069444444445e-05 1 4873 1
28.971 -0.48 66.0 0.0042 0.0018 97 1.9215 -0.5 -0.12186934340514738 0.9925461516413221 1.7384266975308643e-05 3.091736111111111e-06 1 4875 1
28.966 -0.592 76.2 0.0029 0.0018 258 1.9215 -0.5 -0.20791169081775895 -0.9781476007338057 8.531267361111112e-06 3.1604938271604943e-06 1 4877 1
28.97 0.082 70.4 0.0086 0.0051 121 1.9215 0.5 -0.5150380749100542 0.8571673007021123 7.455842785493827e-05 2.5713350694444444e-05 1 4884 1
28.985 0.065 70.9 0.0046 0.0033 112 1.9215 0.5 -0.37460659341591207 0.9271838545667874 2.0829081790123458e-05 1.1185308641975307e-05 1 4887 1
28.994 0.033 97.9 0.0059 0.0047 186 1.9215 -0.5 -0.9945218953682733 -0.10452846326765348 3.481e-05 2.2430748456790123e-05 1 4892 1
29.003 0.068 71.0 0.0034 0.0028 268 1.9215 0.5 -0.034899496702500754 -0.9993908270190958 1.1692600308641976e-05 7.816684027777779e-06 1 4893 1
29.028 -0.529 83.6 0.0045 0.0029 216 2.4726 -0.5 -0.8090169943749475 -0.587785252292473 2.0702499999999994e-05 8.281604938271604e-06 0 4902 1
29.071 -0.548 79.8 0.0056 0.003 222 1.9215 -0.5 -0.7431448254773942 -0.6691306063588582 3.087963155864197e-05 8.718896604938274e-06 1 4910 1
29.099 -0.605 47.5 0.0039 0.002 222 1.9215 -0.5 -0.7431448254773942 -0.6691306063588582 1.5275069444444443e-05 3.95015625e-06 1 4916 1
29.103 -0.111 81.1 0.0035 0.0025 131 1.9215 -0.5 -0.6560590289905072 0.7547095802227721 1.2279184027777779e-05 6.050233410493829e-06 1 4920 1
29.107 -0.292 95.2 0.007 0.0062 140 1.785 -0.5 -0.7660444431189779 0.6427876096865395 4.83411188271605e-05 3.80106500771605e-05 0 4922 1
29.127 -0.324 95.7 0.0065 0.004 197 1.354 -0.5 -0.9563047559630354 -0.2923717047227368 4.183574266975309e-05 1.5833767361111108e-05 0 4923 1
29.116 0.033 97.7 0.0092 0.0061 186 2.7858 -0.5 -0.9945218953682733 -0.10452846326765348 8.5100625e-05 3.7294770447530866e-05 0 4924 1
29.136 -0.013 51.0 0.0054 0.0045 134 1.9215 0.5 -0.6946583704589974 0.7193398003386511 2.931019290123456e-05 2.0100277777777777e-05 1 4928 1
29.157 0.462 24.2 0.0057 0.004 138 1.9215 0.5 -0.7431448254773944 0.669130606358858 3.23792611882716e-05 1.6089012345679012e-05 1 4933 1
29.163 0.416 21.3 0.0043 0.0026 220 1.9215 0.5 -0.7660444431189781 -0.6427876096865393 1.8062500000000002e-05 6.6807889660493825e-06 1 4936 1
29.167 -0.492 79.7 0.0069 0.003 158 1.9215 -0.5 -0.9271838545667873 0.37460659341591224 4.7036736111111114e-05 9.19268711419753e-06 1 4937 1
29.177 -0.327 93.7 0.0022 0.0012 193 1.9215 -0.5 -0.9743700647852352 -0.22495105434386498 4.676406249999999e-06 1.3321006944444449e-06 1 4938 1
29.173 -0.335 94.1 0.004 0.0024 210 1.9215 -0.5 -0.8660254037844388 -0.4999999999999998 1.6368767361111112e-05 5.948179012345679e-06 1 4939 1
29.197 0.121 99.1 0.005 0.0048 252 1.9215 -0.5 -0.30901699437494756 -0.9510565162951535 2.4889012345679012e-05 2.282716049382716e-05 1 4945 1
29.223 0.026 96.6 0.0045 0.0033 193 2.0746 -0.5 -0.9743700647852352 -0.22495105434386498 2.008782600308642e-05 1.0643906249999999e-05 0 4950 1
29.234 -0.084 61.1 0.0032 0.0024 250 1.9215 0.5 -0.3420201433256685 -0.9396926207859084 1.0018983410493827e-05 5.542100694444445e-06 1 4951 1
29.24 -0.334 90.5 0.0045 0.0029 243 1.8038 -0.5 -0.4539904997395469 -0.8910065241883678 2.032506944444445e-05 8.434184027777779e-06 0 4953 1
29.262 -0.48 78.6 0.0029 0.0016 242 1.9098 -0.5 -0.46947156278589075 -0.882947592858927 8.24168402777778e-06 2.52015625e-06 0 4961 1
29.275 0.364 80.7 0.0037 0.0025 179 1.2787 -0.5 -0.9998476951563913 0.017452406437283435 1.4052085262345678e-05 6.016118827160494e-06 0 4967 1
29.282 0.098 87.0 0.0052 0.0036 103 1.9215 -0.5 -0.22495105434386503 0.9743700647852352 2.705444637345679e-05 1.311043402777778e-05 1 4969 1
29.364 -0.551 64.0 0.002 0.002 248 1.9215 -0.5 -0.3746065934159123 -0.9271838545667873 4.022253086419753e-06 4.011118827160494e-06 1 4989 1
29.379 -0.542 63.6 0.0033 0.0018 159 1.9215 -0.5 -0.9335804264972016 0.35836794954530066 1.0991066743827162e-05 3.30532600308642e-06 1 4998 1
29.392 -0.536 63.6 0.005 0.0038 227 1.9215 -0.5 -0.6819983600624986 -0.7313537016191705 2.4916736111111105e-05 1.4271604938271603e-05 1 4999 1
29.464 -0.238 76.1 0.0029 0.0023 109 1.9215 -0.5 -0.32556815445715664 0.9455185755993168 8.1225e-06 5.283613040123456e-06 1 5005 1
29.477 -0.252 77.0 0.0034 0.0025 146 1.9215 -0.5 -0.8290375725550416 0.5591929034707469 1.1259753086419754e-05 6.1325019290123445e-06 1 5011 1
29.501 0.391 81.6 0.0057 0.0023 258 1.5118 -0.5 -0.20791169081775895 -0.9781476007338057 3.287111111111111e-05 5.33481674382716e-06 0 5016 1
29.557 -0.355 92.7 0.0018 0.0017 226 1.9215 -0.5 -0.6946583704589973 -0.7193398003386512 3.220030864197531e-06 2.7454648919753085e-06 1 5020 1
29.554 0.186 79.7 0.0042 0.0028 208 1.5212 -0.5 -0.8829475928589269 -0.46947156278589086 1.7326406249999996e-05 8.019909336419754e-06 0 5021 1
29.596 -0.615 76.9 0.0056 0.0049 226 1.6578 -0.5 -0.6946583704589973 -0.7193398003386512 3.08025e-05 2.440634452160494e-05 0 5028 1
29.608 -0.579 75.8 0.0034 0.0031 107 3.0283 -0.5 -0.29237170472273666 0.9563047559630355 1.187376736111111e-05 9.618613040123456e-06 0 5030 1
29.623 0.253 77.1 0.0043 0.0038 200 0.8995 -0.5 -0.9396926207859084 -0.34202014332566866 1.813340277777778e-05 1.4577548225308642e-05 0 5033 1
29.699 0.103 -25.3 0.0033 0.0017 248 1.9215 0.5 -0.3746065934159123 -0.9271838545667873 1.1000277777777778e-05 2.731674382716049e-06 1 5043 1
29.704 0.122 -26.1 0.0042 0.0024 264 1.9215 0.5 -0.10452846326765423 -0.9945218953682733 1.776856674382716e-05 5.833566743827161e-06 1 5044 1
