GLON GLAT VLSR a b pa d_VLSR p_far cos_pa sin_pa aa bb GName
50.0326 0.6060 -1.8000 0.0194 0.0194 0 4.0500 0.5 1.0 0.0 0.00037568130625 0.00037568130625 G050.032+00.605
50.0790 0.5710 -1.1000 0.0149 0.0149 0 4.0500 0.5 1.0 0.0 0.00022186102500000002 0.00022186102500000002 G050.079+00.571
50.2628 -0.4086 10.3000 0.0089 0.0089 0 4.0500 0.5 1.0 0.0 7.883935405111882e-05 7.883935405111882e-05 G050.262-00.409
50.2877 -0.3912 10.3000 0.0111 0.0111 0 4.0500 0.5 1.0 0.0 0.00012427016245389658 0.00012427016245389658 G050.287-00.392
50.2982 0.6741 26.4000 0.0099 0.0099 0 4.0500 0.5 1.0 0.0 9.886628716222995e-05 9.886628716222995e-05 G050.298+00.674
50.3172 -0.4201 10.3000 0.0126 0.0126 0 4.0500 0.5 1.0 0.0 0.00015996452608506946 0.00015996452608506946 G050.317-00.421
51.0100 0.0603 42.2000 0.1388 0.1388 0 4.0500 0.5 1.0 0.0 0.019271879315760028 0.019271879315760028 G051.010+00.060
51.7603 0.7907 3.2000 0.0143 0.0143 0 4.0500 0.5 1.0 0.0 0.0002056913704475309 0.0002056913704475309 G051.760+00.790
51.7790 0.7140 0.6000 0.0102 0.0102 0 4.0500 0.5 1.0 0.0 0.00010336195833506944 0.00010336195833506944 G051.779+00.713
51.8313 0.4627 5.1000 0.0170 0.0170 0 4.0500 0.5 1.0 0.0 0.00029063619822530866 0.00029063619822530866 G051.831+00.462
52.0016 1.6021 -48.5000 0.0069 0.0069 0 4.0500 0.5 1.0 0.0 4.745219764197531e-05 4.745219764197531e-05 G052.001+01.602
52.1600 0.7085 7.9000 0.0093 0.0093 0 4.0500 0.5 1.0 0.0 8.726076792611881e-05 8.726076792611881e-05 G052.160+00.708
52.2014 0.7521 8.7000 0.0106 0.0106 0 4.0500 0.5 1.0 0.0 0.00011341185025000002 0.00011341185025000002 G052.201+00.752
52.2325 0.7350 -3.0000 0.0122 0.0122 0 4.0500 0.5 1.0 0.0 0.00014902169986419757 0.00014902169986419757 G052.232+00.735
52.2560 0.7026 7.4000 0.0168 0.0168 0 4.0500 0.5 1.0 0.0 0.0002811583716049383 0.0002811583716049383 G052.256+00.702
52.7509 0.3347 11.2000 0.0085 0.0085 0 4.0500 0.5 1.0 0.0 7.151286205632716e-05 7.151286205632716e-05 G052.750+00.334
52.7667 0.3338 11.2000 0.0082 0.0082 0 4.0500 0.5 1.0 0.0 6.725959031558643e-05 6.725959031558643e-05 G052.766+00.333
52.9806 0.1337 1.8000 0.0212 0.0212 0 4.0500 0.5 1.0 0.0 0.0004497875115933643 0.0004497875115933643 G052.980+00.133
53.0951 0.2125 1.1000 0.0446 0.0446 0 4.0500 0.5 1.0 0.0 0.001989370616685957 0.001989370616685957 G053.095+00.212
53.1750 0.1500 8.3000 0.0167 0.0167 0 4.0500 0.5 1.0 0.0 0.0002777777777777778 0.0002777777777777778 G053.175+00.150
53.1885 0.2100 5.3000 0.0074 0.0074 0 4.0500 0.5 1.0 0.0 5.544581170447531e-05 5.544581170447531e-05 G053.188+00.209
53.6445 0.0147 31.2000 0.0137 0.0137 0 4.0500 0.5 1.0 0.0 0.00018833597708641978 0.00018833597708641978 G053.644+00.014
54.0938 1.7485 -85.3000 0.0113 0.0113 0 4.0500 0.5 1.0 0.0 0.00012673474606500772 0.00012673474606500772 G054.093+01.748
54.4907 1.5791 -40.9000 0.0122 0.0122 0 4.0500 0.5 1.0 0.0 0.00014774503791840278 0.00014774503791840278 G054.490+01.579
54.4909 0.9300 31.1000 0.0341 0.0341 0 4.0500 0.5 1.0 0.0 0.001165065481558642 0.001165065481558642 G054.490+00.930
55.1140 2.4220 -76.1000 0.0203 0.0203 0 4.0500 0.5 1.0 0.0 0.0004120674447530865 0.0004120674447530865 G055.114+02.422
55.5679 0.7010 -0.2000 0.0523 0.0523 0 4.0500 0.5 1.0 0.0 0.0027360164371141977 0.0027360164371141977 G055.567+00.701
55.8560 -3.8024 27.6000 0.0201 0.0201 0 4.0500 -0.5 1.0 0.0 0.00040588817777777777 0.00040588817777777777 G055.855-03.803
56.1536 0.0761 -2.4000 0.0175 0.0175 0 4.0500 0.5 1.0 0.0 0.0003077587982253086 0.0003077587982253086 G056.153+00.076
56.4121 0.4234 -3.5000 0.0193 0.0193 0 4.0500 0.5 1.0 0.0 0.00037433113057484574 0.00037433113057484574 G056.412+00.423
57.5417 -0.2789 6.3000 0.0295 0.0295 0 4.0500 0.5 1.0 0.0 0.0008724392918402777 0.0008724392918402777 G057.541-00.279
59.5571 -0.1855 29.4000 0.0743 0.0743 0 4.0500 -0.5 1.0 0.0 0.005518921555864198 0.005518921555864198 G059.557-00.186
59.7966 0.2412 -3.7000 0.0221 0.0221 0 4.0500 0.5 1.0 0.0 0.0004905117562499999 0.0004905117562499999 G059.796+00.241
59.8034 1.2290 -50.3000 0.0674 0.0674 0 4.0500 0.5 1.0 0.0 0.0045450443982253085 0.0045450443982253085 G059.803+01.228
60.5922 1.5723 -49.4000 0.0175 0.0175 0 4.0500 0.5 1.0 0.0 0.00030763698350694447 0.00030763698350694447 G060.592+01.572
60.6590 -0.0307 -5.5000 0.0208 0.0208 0 4.0500 0.5 1.0 0.0 0.00043385418402777773 0.00043385418402777773 G060.659-00.031
61.2923 -0.3306 -16.0000 0.0133 0.0133 0 4.0500 0.5 1.0 0.0 0.0001762588140625 0.0001762588140625 G061.292-00.331
61.4319 2.0818 -71.7000 0.0199 0.0199 0 4.0500 0.5 1.0 0.0 0.0003976368340277778 0.0003976368340277778 G061.431+02.081
61.6682 0.9467 -78.8000 0.0323 0.0323 0 4.0500 0.5 1.0 0.0 0.0010412184460069445 0.0010412184460069445 G061.668+00.946
61.7207 0.8633 -75.2000 0.0100 0.0100 0 4.0500 0.5 1.0 0.0 0.00010000500006250002 0.00010000500006250002 G061.720+00.863
61.7563 0.8466 -61.0000 0.0268 0.0268 0 4.0500 0.5 1.0 0.0 0.0007156219456790124 0.0007156219456790124 G061.756+00.846
62.5777 2.3893 -73.6000 0.0197 0.0197 0 4.0500 0.5 1.0 0.0 0.00038632994452160495 0.00038632994452160495 G062.577+02.389
63.0523 -0.3316 -9.3000 0.0136 0.0136 0 4.0500 0.5 1.0 0.0 0.00018519127225000002 0.00018519127225000002 G063.052-00.332
64.0657 1.6467 30.7000 0.0751 0.0751 0 4.0500 -0.5 1.0 0.0 0.005640030861130401 0.005640030861130401 G064.065+01.646
64.1308 -0.4742 23.3000 0.0403 0.0403 0 4.0500 -0.5 1.0 0.0 0.0016204538430748456 0.0016204538430748456 G064.130-00.475
67.8163 0.5111 -3.1000 0.0610 0.0610 0 4.0500 0.5 1.0 0.0 0.003721864216840277 0.003721864216840277 G067.816+00.511
68.1448 0.9151 -64.7000 0.0222 0.0222 0 4.0500 0.5 1.0 0.0 0.0004943334630401234 0.0004943334630401234 G068.144+00.915
69.9224 1.5120 -64.8000 0.0345 0.0345 0 4.0500 0.5 1.0 0.0 0.0011905566864197528 0.0011905566864197528 G069.922+01.511
70.0995 1.6295 -32.6000 0.1635 0.1635 0 4.0500 0.5 1.0 0.0 0.02674678530864197 0.02674678530864197 G070.099+01.629
70.2802 1.5837 -25.6000 0.0074 0.0074 0 4.0500 0.5 1.0 0.0 5.4316695277970674e-05 5.4316695277970674e-05 G070.280+01.583
70.2931 1.5993 -25.6000 0.0074 0.0074 0 4.0500 0.5 1.0 0.0 5.4316695277970674e-05 5.4316695277970674e-05 G070.293+01.599
70.3041 1.5957 -25.6000 0.0074 0.0074 0 4.0500 0.5 1.0 0.0 5.4316695277970674e-05 5.4316695277970674e-05 G070.304+01.595
70.3291 1.5900 -21.1000 0.0142 0.0142 0 4.0500 0.5 1.0 0.0 0.00020054493526234571 0.00020054493526234571 G070.329+01.589
70.7658 1.8208 -76.5000 0.0121 0.0121 0 4.0500 0.5 1.0 0.0 0.0001459008988919753 0.0001459008988919753 G070.765+01.820
71.1506 0.3980 -12.9000 0.0200 0.0200 0 4.0500 0.5 1.0 0.0 0.00040030561390817906 0.00040030561390817906 G071.150+00.397
71.7642 3.0767 16.0000 0.2257 0.2257 0 4.0500 -0.5 1.0 0.0 0.05095052160493828 0.05095052160493828 G071.764+03.076
73.8785 1.0236 -51.2000 0.0099 0.0099 0 4.0500 0.5 1.0 0.0 9.782089130864199e-05 9.782089130864199e-05 G073.878+01.023
74.1556 1.6462 -34.1000 0.0132 0.0132 0 4.0500 0.5 1.0 0.0 0.00017551392002777773 0.00017551392002777773 G074.155+01.646
74.7536 0.9126 -51.6000 0.0127 0.0127 0 4.0500 0.5 1.0 0.0 0.00016125331319753085 0.00016125331319753085 G074.753+00.912
75.1751 -0.5924 -27.7000 0.0426 0.0426 0 4.0500 0.5 1.0 0.0 0.0018154227271604938 0.0018154227271604938 G075.175-00.593
90.2130 2.0405 -73.0000 0.0290 0.0290 0 4.0500 0.5 1.0 0.0 0.0008425070634452159 0.0008425070634452159 G090.213+02.040
90.2269 1.7180 -60.7000 0.0141 0.0141 0 4.0500 0.5 1.0 0.0 0.00019944500625 0.00019944500625 G090.226+01.718
90.8562 1.6914 -83.1000 0.1677 0.1677 0 4.0500 0.5 1.0 0.0 0.028132607438271607 0.028132607438271607 G090.856+01.691
91.1139 1.5810 -82.1000 0.0386 0.0386 0 4.0500 0.5 1.0 0.0 0.0014924915188271606 0.0014924915188271606 G091.113+01.580
91.5526 0.9816 -54.0000 0.0515 0.0515 0 4.0500 0.5 1.0 0.0 0.0026489893361111108 0.0026489893361111108 G091.552+00.981
92.9208 2.8231 -15.7000 0.2067 0.2067 0 4.0500 0.5 1.0 0.0 0.04271340743827161 0.04271340743827161 G092.920+02.823
93.4597 1.7399 -56.4000 0.1252 0.1252 0 4.0500 0.5 1.0 0.0 0.01567928317600309 0.01567928317600309 G093.459+01.739
93.5181 2.6117 -73.1000 0.0149 0.0149 0 4.0500 0.5 1.0 0.0 0.00022295881714891975 0.00022295881714891975 G093.518+02.611
93.5335 1.4734 -76.1000 0.0188 0.0188 0 4.0500 0.5 1.0 0.0 0.0003542394515625 0.0003542394515625 G093.533+01.473
93.8574 1.5466 -63.5000 0.0232 0.0232 0 4.0500 0.5 1.0 0.0 0.0005391813000771605 0.0005391813000771605 G093.857+01.546
94.2635 -0.4139 -45.4000 0.0139 0.0139 0 4.0500 0.5 1.0 0.0 0.0001934571901234568 0.0001934571901234568 G094.263-00.414
94.4927 -0.3096 -38.9000 0.1488 0.1488 0 4.0500 0.5 1.0 0.0 0.02215342828896605 0.02215342828896605 G094.492-00.310
94.4949 -1.5127 -38.2000 0.0719 0.0719 0 4.0500 0.5 1.0 0.0 0.005166015624999999 0.005166015624999999 G094.494-01.513
94.8900 -1.6425 -45.7000 0.2601 0.2601 0 4.0500 0.5 1.0 0.0 0.06765634506944444 0.06765634506944444 G094.890-01.643
95.6608 0.2136 -73.2000 0.0643 0.0643 0 4.0500 0.5 1.0 0.0 0.004129401150173611 0.004129401150173611 G095.660+00.213
96.2897 2.5937 -99.1000 0.0268 0.0268 0 4.0500 0.5 1.0 0.0 0.0007200426852623456 0.0007200426852623456 G096.289+02.593
96.3453 -0.1562 -47.9000 0.0787 0.0787 0 4.0500 0.5 1.0 0.0 0.006186019126562498 0.006186019126562498 G096.345-00.157
96.4030 1.3317 -67.5000 0.0231 0.0231 0 4.0500 0.5 1.0 0.0 0.0005345472445216049 0.0005345472445216049 G096.403+01.331
96.4344 1.3250 -76.3000 0.0127 0.0127 0 4.0500 0.5 1.0 0.0 0.00016181359369000774 0.00016181359369000774 G096.434+01.324
96.5006 1.3420 -67.2000 0.0243 0.0243 0 4.0500 0.5 1.0 0.0 0.0005900918171489198 0.0005900918171489198 G096.500+01.342
96.5453 3.3760 -61.7000 0.0816 0.0816 0 4.0500 0.5 1.0 0.0 0.006664998889197531 0.006664998889197531 G096.545+03.376
97.3117 3.2696 -73.9000 0.0161 0.0161 0 4.0500 0.5 1.0 0.0 0.0002600872966049383 0.0002600872966049383 G097.311+03.269
97.4441 3.0830 -83.6000 0.0133 0.0133 0 4.0500 0.5 1.0 0.0 0.00017754489113445217 0.00017754489113445217 G097.444+03.083
97.9534 1.4905 -66.1000 0.0131 0.0131 0 4.0500 0.5 1.0 0.0 0.00017047364297530864 0.00017047364297530864 G097.953+01.490
97.9984 1.4690 -63.2000 0.0054 0.0054 0 4.0500 0.5 1.0 0.0 2.864182270447531e-05 2.864182270447531e-05 G097.998+01.469
98.0374 1.4484 -67.2000 0.0177 0.0177 0 4.0500 0.5 1.0 0.0 0.0003144514077160494 0.0003144514077160494 G098.037+01.448
100.2050 1.8852 -68.2000 0.0231 0.0231 0 4.0500 0.5 1.0 0.0 0.0005343674352623456 0.0005343674352623456 G100.205+01.885
101.0160 2.5901 -69.4000 0.0141 0.0141 0 4.0500 0.5 1.0 0.0 0.0001992724352623457 0.0001992724352623457 G101.016+02.590
101.0650 2.4998 -61.4000 0.1482 0.1482 0 4.0500 0.5 1.0 0.0 0.02195953515625 0.02195953515625 G101.065+02.499
101.4390 2.6533 -60.5000 0.0190 0.0190 0 4.0500 0.5 1.0 0.0 0.00036107917100694443 0.00036107917100694443 G101.439+02.653
103.6860 0.4251 -64.8000 0.0403 0.0403 0 4.0500 0.5 1.0 0.0 0.001626228842611883 0.001626228842611883 G103.686+00.425
103.7430 2.1620 -19.5000 0.0476 0.0476 0 4.0500 0.5 1.0 0.0 0.0022612270472415126 0.0022612270472415126 G103.743+02.162
104.5460 1.2556 -23.4000 0.1399 0.1399 0 4.0500 0.5 1.0 0.0 0.019564238549382718 0.019564238549382718 G104.546+01.255
104.6750 0.5959 -71.1000 0.0424 0.0424 0 4.0500 0.5 1.0 0.0 0.0017996920743827164 0.0017996920743827164 G104.675+00.595
104.7000 2.7850 -57.8000 0.0143 0.0143 0 4.0500 0.5 1.0 0.0 0.00020378355563271605 0.00020378355563271605 G104.700+02.784
104.7160 2.8135 -68.3000 0.0491 0.0491 0 4.0500 0.5 1.0 0.0 0.0024101690148341055 0.0024101690148341055 G104.716+02.813
105.6350 0.3456 -55.7000 0.0316 0.0316 0 4.0500 0.5 1.0 0.0 0.0010009577710069445 0.0010009577710069445 G105.635+00.345
105.7790 0.0481 -48.2000 0.0812 0.0812 0 4.0500 0.5 1.0 0.0 0.006587644496315588 0.006587644496315588 G105.779+00.048
106.2410 0.9577 -53.8000 0.0382 0.0382 0 4.0500 0.5 1.0 0.0 0.0014581684745563273 0.0014581684745563273 G106.241+00.957
106.8090 3.3104 -62.9000 0.0356 0.0356 0 4.0500 0.5 1.0 0.0 0.0012649482595679011 0.0012649482595679011 G106.809+03.310
107.2090 -1.3338 -36.0000 0.0453 0.0453 0 4.0500 0.5 1.0 0.0 0.0020536758062500004 0.0020536758062500004 G107.209-01.334
108.2730 -1.0651 -54.9000 0.0271 0.0271 0 4.0500 0.5 1.0 0.0 0.0007364212918402778 0.0007364212918402778 G108.273-01.066
108.3750 -1.0560 -53.5000 0.0260 0.0260 0 4.0500 0.5 1.0 0.0 0.0006749964838155864 0.0006749964838155864 G108.375-01.056
108.7530 -0.9712 -51.3000 0.0059 0.0059 0 4.0500 0.5 1.0 0.0 3.4405230773341056e-05 3.4405230773341056e-05 G108.752-00.972
108.7580 -0.9880 -51.3000 0.0064 0.0064 0 4.0500 0.5 1.0 0.0 4.1567928018711414e-05 4.1567928018711414e-05 G108.758-00.989
108.7640 -0.9513 -51.3000 0.0330 0.0330 0 4.0500 0.5 1.0 0.0 0.0010867553245563271 0.0010867553245563271 G108.764-00.952
108.7710 -0.9730 -51.3000 0.0053 0.0053 0 4.0500 0.5 1.0 0.0 2.8167049986304016e-05 2.8167049986304016e-05 G108.770-00.974
109.0680 -0.3211 -55.4000 0.0251 0.0251 0 4.0500 0.5 1.0 0.0 0.000627669511111111 0.000627669511111111 G109.068-00.322
109.1040 -0.3461 -47.9000 0.0132 0.0132 0 4.0500 0.5 1.0 0.0 0.00017533548315760034 0.00017533548315760034 G109.104-00.347
110.0990 0.0424 -51.0000 0.0267 0.0267 0 4.0500 0.5 1.0 0.0 0.0007134982963734568 0.0007134982963734568 G110.099+00.042
110.2520 0.0100 -59.6000 0.0213 0.0213 0 4.0500 0.5 1.0 0.0 0.00045247198526234564 0.00045247198526234564 G110.252+00.009
110.2860 2.4883 -62.7000 0.0163 0.0163 0 4.0500 0.5 1.0 0.0 0.00026599344770447534 0.00026599344770447534 G110.286+02.488
111.6120 0.3717 -66.7000 0.0076 0.0076 0 4.0500 0.5 1.0 0.0 5.811309353780865e-05 5.811309353780865e-05 G111.612+00.371
111.6530 0.9501 -53.0000 0.0380 0.0380 0 4.0500 0.5 1.0 0.0 0.0014427336111111112 0.0014427336111111112 G111.653+00.950
111.8020 0.5264 -53.9000 0.0135 0.0135 0 4.0500 0.5 1.0 0.0 0.00018131295756249998 0.00018131295756249998 G111.802+00.526
111.9460 1.3367 -44.5000 0.1223 0.1223 0 4.0500 0.5 1.0 0.0 0.014958954685204478 0.014958954685204478 G111.946+01.336
112.0710 1.0638 -41.3000 0.0742 0.0742 0 4.0500 0.5 1.0 0.0 0.0054993966043402785 0.0054993966043402785 G112.071+01.063
112.2120 0.2293 -43.9000 0.0753 0.0753 0 4.0500 0.5 1.0 0.0 0.00566896055625 0.00566896055625 G112.212+00.229
113.5950 -0.7484 -42.7000 0.1089 0.1089 0 4.0500 0.5 1.0 0.0 0.01185213255625 0.01185213255625 G113.595-00.749
113.9000 -1.6122 -46.1000 0.0454 0.0454 0 4.0500 0.5 1.0 0.0 0.0020627493062499993 0.0020627493062499993 G113.900-01.613
114.5260 -0.5423 -48.5000 0.0319 0.0319 0 4.0500 0.5 1.0 0.0 0.0010190992111111113 0.0010190992111111113 G114.526-00.543
114.6050 -0.8002 -32.8000 0.0725 0.0725 0 4.0500 0.5 1.0 0.0 0.005259956208641975 0.005259956208641975 G114.605-00.801
114.6260 0.2192 -47.9000 0.0824 0.0824 0 4.0500 0.5 1.0 0.0 0.0067960330037808644 0.0067960330037808644 G114.626+00.219
114.9790 3.1825 -64.0000 0.0186 0.0186 0 4.0500 0.5 1.0 0.0 0.0003473615833526234 0.0003473615833526234 G114.979+03.182
114.9870 3.2266 -64.0000 0.0164 0.0164 0 4.0500 0.5 1.0 0.0 0.0002692789834104938 0.0002692789834104938 G114.987+03.226
115.7850 -1.5606 -43.4000 0.0559 0.0559 0 4.0500 0.5 1.0 0.0 0.0031209602975308644 0.0031209602975308644 G115.785-01.561
115.8850 -1.7069 -43.8000 0.0565 0.0565 0 4.0500 0.5 1.0 0.0 0.003189190316840278 0.003189190316840278 G115.885-01.707
117.6390 2.2755 -56.6000 0.1106 0.1106 0 4.0500 0.5 1.0 0.0 0.012240103225 0.012240103225 G117.639+02.275
118.2760 2.4909 -73.4000 0.0333 0.0333 0 4.0500 0.5 1.0 0.0 0.0011096023643711417 0.0011096023643711417 G118.276+02.490
118.5920 2.8280 -64.4000 0.0224 0.0224 0 4.0500 0.5 1.0 0.0 0.0005039837918402778 0.0005039837918402778 G118.592+02.828
118.6210 -1.3289 -42.6000 0.0328 0.0328 0 4.0500 0.5 1.0 0.0 0.0010736180373456792 0.0010736180373456792 G118.621-01.329
118.7350 2.9195 -66.2000 0.0154 0.0154 0 4.0500 0.5 1.0 0.0 0.00023589120156249996 0.00023589120156249996 G118.735+02.919
119.4370 -0.9156 -31.2000 0.1484 0.1484 0 4.0500 0.5 1.0 0.0 0.02201637710069444 0.02201637710069444 G119.437-00.916
120.3480 1.9688 -53.3000 0.0321 0.0321 0 4.0500 0.5 1.0 0.0 0.0010308112890624998 0.0010308112890624998 G120.348+01.968
122.7750 2.8495 -56.0000 0.0261 0.0261 0 4.0500 0.5 1.0 0.0 0.000679666625173611 0.000679666625173611 G122.775+02.849
123.2070 2.8318 -61.8000 0.1976 0.1976 0 4.0500 0.5 1.0 0.0 0.03902710000771606 0.03902710000771606 G123.207+02.831
124.6370 2.5359 -79.2000 0.0229 0.0229 0 4.0500 0.5 1.0 0.0 0.0005262053673611111 0.0005262053673611111 G124.637+02.535
124.8940 0.3232 -41.2000 0.0314 0.0314 0 4.0500 0.5 1.0 0.0 0.0009865793750192902 0.0009865793750192902 G124.894+00.323
125.0920 0.7783 -66.0000 0.0190 0.0190 0 4.0500 0.5 1.0 0.0 0.0003620193296489197 0.0003620193296489197 G125.092+00.778
125.0920 1.6632 -83.5000 0.0520 0.0520 0 4.0500 0.5 1.0 0.0 0.002702238064891976 0.002702238064891976 G125.092+01.663
128.7720 2.0090 -87.2000 0.0230 0.0230 0 4.0500 0.5 1.0 0.0 0.0005281314679012346 0.0005281314679012346 G128.772+02.009
132.1560 -0.7287 -56.4000 0.0194 0.0194 0 4.0500 0.5 1.0 0.0 0.0003780864197530864 0.0003780864197530864 G132.156-00.729
133.4200 0.0684 -48.5000 0.0568 0.0568 0 4.0500 0.5 1.0 0.0 0.003220751669444445 0.003220751669444445 G133.420+00.068
133.6780 1.2127 -40.7000 0.0112 0.0112 0 4.0500 0.5 1.0 0.0 0.00012457908224999998 0.00012457908224999998 G133.678+01.212
134.9700 0.6993 -40.7000 0.4367 0.4367 0 4.0500 0.5 1.0 0.0 0.19072144694444448 0.19072144694444448 G134.970+00.699
135.1880 2.7015 -71.5000 0.0197 0.0197 0 4.0500 0.5 1.0 0.0 0.00038925097808641964 0.00038925097808641964 G135.188+02.701
136.0840 2.0876 -44.7000 0.0126 0.0126 0 4.0500 0.5 1.0 0.0 0.00015865361782716047 0.00015865361782716047 G136.084+02.087
136.1170 2.0583 -45.7000 0.0151 0.0151 0 4.0500 0.5 1.0 0.0 0.00022706304081790123 0.00022706304081790123 G136.117+02.058
136.1190 2.1186 -47.6000 0.0177 0.0177 0 4.0500 0.5 1.0 0.0 0.0003122730765625 0.0003122730765625 G136.119+02.118
136.4480 2.5193 -46.7000 0.0441 0.0441 0 4.0500 0.5 1.0 0.0 0.0019433280324266976 0.0019433280324266976 G136.448+02.519
136.7550 0.4666 -52.0000 0.0346 0.0346 0 4.0500 0.5 1.0 0.0 0.0011944224001736114 0.0011944224001736114 G136.755+00.466
138.4940 1.6348 -35.5000 0.0539 0.0539 0 4.0500 0.5 1.0 0.0 0.0029039674384452167 0.0029039674384452167 G138.494+01.634
139.5580 2.5394 -43.4000 0.1902 0.1902 0 4.0500 0.5 1.0 0.0 0.03617604 0.03617604 G139.558+02.539
139.9140 0.1881 -44.8000 0.0319 0.0319 0 4.0500 0.5 1.0 0.0 0.001014838362056327 0.001014838362056327 G139.914+00.188
141.0840 -1.0627 -29.5000 0.0346 0.0346 0 4.0500 0.5 1.0 0.0 0.0011974195140624997 0.0011974195140624997 G141.084-01.063
143.5550 -1.5416 -36.7000 0.1790 0.1790 0 4.0500 0.5 1.0 0.0 0.032032547779706794 0.032032547779706794 G143.555-01.542
143.8140 -1.5782 -38.8000 0.0617 0.0617 0 4.0500 0.5 1.0 0.0 0.00381040428288966 0.00381040428288966 G143.814-01.579
144.9470 0.4359 -46.1000 0.0768 0.0768 0 4.0500 0.5 1.0 0.0 0.005902678167901235 0.005902678167901235 G144.947+00.435
148.4740 1.9827 -47.0000 0.0145 0.0145 0 4.0500 0.5 1.0 0.0 0.0002093286504822531 0.0002093286504822531 G148.474+01.982
149.7380 -0.2066 -71.4000 0.0297 0.0297 0 4.0500 0.5 1.0 0.0 0.0008810920324266974 0.0008810920324266974 G149.738-00.207
150.5960 -0.9546 -26.6000 0.0670 0.0670 0 4.0500 0.5 1.0 0.0 0.0044899864430748455 0.0044899864430748455 G150.596-00.955
150.8590 -1.1149 -30.4000 0.0171 0.0171 0 4.0500 0.5 1.0 0.0 0.00029316098155864203 0.00029316098155864203 G150.859-01.115
150.9830 -0.4703 -23.9000 0.0252 0.0252 0 4.0500 0.5 1.0 0.0 0.0006343611815007715 0.0006343611815007715 G150.982-00.471
151.1800 2.1244 -32.7000 0.0413 0.0413 0 4.0500 0.5 1.0 0.0 0.001701975025 0.001701975025 G151.180+02.124
151.2730 1.9613 -29.4000 0.0430 0.0430 0 4.0500 0.5 1.0 0.0 0.0018530992139081787 0.0018530992139081787 G151.273+01.961
151.6060 -0.3721 -56.4000 0.0578 0.0578 0 4.0500 0.5 1.0 0.0 0.0033432166447530864 0.0033432166447530864 G151.606-00.373
151.6090 -0.2322 -51.2000 0.0578 0.0578 0 4.0500 0.5 1.0 0.0 0.0033381753093364203 0.0033381753093364203 G151.609-00.233
151.6940 -0.5006 -58.2000 0.0581 0.0581 0 4.0500 0.5 1.0 0.0 0.0033731089356674386 0.0033731089356674386 G151.694-00.501
154.3460 2.6124 -43.6000 0.0349 0.0349 0 4.0500 0.5 1.0 0.0 0.00121609125625 0.00121609125625 G154.346+02.612
154.6460 2.4382 -35.2000 0.0514 0.0514 0 4.0500 0.5 1.0 0.0 0.002646187912345679 0.002646187912345679 G154.646+02.438
155.3720 2.6139 -44.0000 0.0639 0.0639 0 4.0500 0.5 1.0 0.0 0.004077336863445216 0.004077336863445216 G155.372+02.613
159.1590 3.3315 -21.9000 0.0758 0.0758 0 4.0500 0.5 1.0 0.0 0.005740777196006945 0.005740777196006945 G159.159+03.331
159.3540 2.5762 -26.0000 0.0297 0.0297 0 4.0500 0.5 1.0 0.0 0.0008836169102044752 0.0008836169102044752 G159.354+02.576
201.5350 1.5975 23.1000 0.1098 0.1098 0 4.0500 0.5 1.0 0.0 0.01205838861437114 0.01205838861437114 G201.535+01.597
203.2540 -2.3237 29.9000 0.0257 0.0257 0 4.0500 0.5 1.0 0.0 0.0006588419460069444 0.0006588419460069444 G203.254-02.324
212.0210 -1.3086 45.2000 0.1494 0.1494 0 4.0500 0.5 1.0 0.0 0.02232409515625 0.02232409515625 G212.021-01.309
212.2350 -3.4979 58.2000 0.0223 0.0223 0 4.0500 0.5 1.0 0.0 0.0004971227640624998 0.0004971227640624998 G212.235-03.498
213.0760 -2.2128 55.5000 0.0323 0.0323 0 4.0500 0.5 1.0 0.0 0.0010451570567901233 0.0010451570567901233 G213.076-02.213
216.7290 -0.1123 41.2000 0.3533 0.3533 0 4.0500 0.5 1.0 0.0 0.12483364838155861 0.12483364838155861 G216.729-00.113
218.7370 1.8506 54.5000 0.0299 0.0299 0 4.0500 0.5 1.0 0.0 0.0008936030740933642 0.0008936030740933642 G218.737+01.850
220.5240 -2.7589 70.3000 0.0505 0.0505 0 4.0500 0.5 1.0 0.0 0.002548468783352623 0.002548468783352623 G220.524-02.759
221.8560 -2.0203 38.0000 0.0336 0.0336 0 4.0500 0.5 1.0 0.0 0.001132126216840278 0.001132126216840278 G221.856-02.021
224.1580 1.2131 35.4000 0.0776 0.0776 0 4.0500 0.5 1.0 0.0 0.006027452011111112 0.006027452011111112 G224.158+01.213
227.7600 -0.1267 51.9000 0.0450 0.0450 0 4.0500 0.5 1.0 0.0 0.002029239716840278 0.002029239716840278 G227.760-00.127
231.1420 1.5039 45.7000 0.0571 0.0571 0 4.0500 0.5 1.0 0.0 0.0032589509410493834 0.0032589509410493834 G231.142+01.503
231.4810 -4.4010 54.2000 0.0711 0.0711 0 4.0500 0.5 1.0 0.0 0.0050515569102044765 0.0050515569102044765 G231.481-04.401
233.7530 -0.1921 35.3000 0.0432 0.0432 0 4.0500 0.5 1.0 0.0 0.0018664800077160494 0.0018664800077160494 G233.753-00.193
234.5760 0.8339 38.1000 0.0272 0.0272 0 4.0500 0.5 1.0 0.0 0.0007413670093364198 0.0007413670093364198 G234.576+00.833
234.6440 0.8350 38.1000 0.0182 0.0182 0 4.0500 0.5 1.0 0.0 0.0003294376251736111 0.0003294376251736111 G234.644+00.834
