GLON GLAT VLSR a b pa d_VLSR p_far cos_pa sin_pa aa bb f_avg DESIGNATION in_grs
296.6544 -1.3337 27.199 0.0038 0.0038 0 3.367 0.5 1.0 0.0 1.4779753086419755e-05 1.4779753086419755e-05 1 HIGALBM296.6544-1.3337 0
296.6643 -1.4497 29.164 0.0012 0.0012 0 3.367 0.5 1.0 0.0 1.5314062500000003e-06 1.5314062500000003e-06 1 HIGALBM296.6643-1.4497 0
296.6789 -1.0619 25.058 0.0045 0.0045 0 3.367 0.5 1.0 0.0 2.033759452160494e-05 2.033759452160494e-05 1 HIGALBM296.6789-1.0619 0
296.6934 -1.007 25.054 0.0027 0.0027 0 3.367 0.5 1.0 0.0 7.096304012345678e-06 7.096304012345678e-06 1 HIGALBM296.6934-1.0070 0
296.7037 -1.2781 25.125 0.0034 0.0034 0 3.367 0.5 1.0 0.0 1.1854631558641976e-05 1.1854631558641976e-05 1 HIGALBM296.7037-1.2781 0
296.7039 -0.8707 34.171 0.0046 0.0046 0 3.367 0.5 1.0 0.0 2.1108919753086418e-05 2.1108919753086418e-05 1 HIGALBM296.7039-0.8707 0
296.7085 -1.2678 25.113 0.0047 0.0047 0 3.367 0.5 1.0 0.0 2.1661267361111113e-05 2.1661267361111113e-05 1 HIGALBM296.7085-1.2678 0
296.7126 -1.2504 25.103 0.0032 0.0032 0 3.367 0.5 1.0 0.0 1.0409585262345679e-05 1.0409585262345679e-05 1 HIGALBM296.7126-1.2504 0
296.7134 -1.2334 25.101 0.0015 0.0015 0 3.367 0.5 1.0 0.0 2.1267361111111114e-06 2.1267361111111114e-06 1 HIGALBM296.7134-1.2334 0
296.7189 -1.194 39.237 0.0038 0.0038 0 3.367 0.5 1.0 0.0 1.4198242669753084e-05 1.4198242669753084e-05 1 HIGALBM296.7189-1.1940 0
296.7271 -1.0391 23.23 0.0016 0.0016 0 3.367 0.5 1.0 0.0 2.4197530864197527e-06 2.4197530864197527e-06 1 HIGALBM296.7271-1.0391 0
296.7273 -1.3239 24.133 0.0042 0.0042 0 3.367 0.5 1.0 0.0 1.8050696373456788e-05 1.8050696373456788e-05 1 HIGALBM296.7273-1.3239 0
296.7314 -1.2795 25.056 0.0021 0.0021 0 3.367 0.5 1.0 0.0 4.480277777777779e-06 4.480277777777779e-06 1 HIGALBM296.7314-1.2795 0
296.7352 -0.9711 23.985 0.0051 0.0051 0 3.367 0.5 1.0 0.0 2.6294104938271606e-05 2.6294104938271606e-05 1 HIGALBM296.7352-0.9711 0
296.7431 -1.0574 23.19 0.0022 0.0022 0 3.367 0.5 1.0 0.0 4.628474151234568e-06 4.628474151234568e-06 1 HIGALBM296.7431-1.0574 0
296.7452 -1.0467 23.185 0.0037 0.0037 0 3.367 0.5 1.0 0.0 1.3546489197530863e-05 1.3546489197530863e-05 1 HIGALBM296.7452-1.0467 0
296.749 -0.8464 34.064 0.006 0.006 0 3.367 0.5 1.0 0.0 3.611676118827161e-05 3.611676118827161e-05 1 HIGALBM296.7490-0.8464 0
296.7604 -0.6586 29.078 0.0032 0.0032 0 3.367 0.5 1.0 0.0 1.0018983410493827e-05 1.0018983410493827e-05 1 HIGALBM296.7604-0.6586 0
296.7642 -0.4655 14.067 0.0044 0.0044 0 3.367 0.5 1.0 0.0 1.925015625e-05 1.925015625e-05 1 HIGALBM296.7642-0.4655 0
296.7755 -0.4934 11.133 0.001 0.001 0 3.367 0.5 1.0 0.0 9.642148919753088e-07 9.642148919753088e-07 1 HIGALBM296.7755-0.4934 0
296.7924 -1.4539 20.155 0.003 0.003 0 3.367 0.5 1.0 0.0 8.792872299382718e-06 8.792872299382718e-06 1 HIGALBM296.7924-1.4539 0
296.7928 -1.4418 20.154 0.0038 0.0038 0 3.367 0.5 1.0 0.0 1.4461118827160494e-05 1.4461118827160494e-05 1 HIGALBM296.7928-1.4418 0
296.7933 -1.4879 20.153 0.0041 0.0041 0 3.367 0.5 1.0 0.0 1.6992716049382717e-05 1.6992716049382717e-05 1 HIGALBM296.7933-1.4879 0
296.7965 -1.1209 22.247 0.002 0.002 0 3.367 0.5 1.0 0.0 3.867777777777777e-06 3.867777777777777e-06 1 HIGALBM296.7965-1.1209 0
296.7976 -1.2536 20.12 0.0028 0.0028 0 3.367 0.5 1.0 0.0 7.793402777777778e-06 7.793402777777778e-06 1 HIGALBM296.7976-1.2536 0
296.7996 -1.4144 22.217 0.0027 0.0027 0 3.367 0.5 1.0 0.0 7.140771604938271e-06 7.140771604938271e-06 1 HIGALBM296.7996-1.4144 0
296.8016 -1.4786 20.132 0.0027 0.0027 0 3.367 0.5 1.0 0.0 7.380277777777776e-06 7.380277777777776e-06 1 HIGALBM296.8016-1.4786 0
296.8044 -1.1093 22.227 0.0032 0.0032 0 3.367 0.5 1.0 0.0 1.042751736111111e-05 1.042751736111111e-05 1 HIGALBM296.8044-1.1093 0
296.809 -1.2631 20.091 0.003 0.003 0 3.367 0.5 1.0 0.0 8.925156250000001e-06 8.925156250000001e-06 1 HIGALBM296.8090-1.2631 0
296.8102 -1.3651 19.208 0.0028 0.0028 0 3.367 0.5 1.0 0.0 7.562500000000002e-06 7.562500000000002e-06 1 HIGALBM296.8102-1.3651 0
296.8109 -1.4761 20.108 0.002 0.002 0 3.367 0.5 1.0 0.0 4.089382716049383e-06 4.089382716049383e-06 1 HIGALBM296.8109-1.4761 0
296.8136 -1.1489 22.204 0.0022 0.0022 0 3.367 0.5 1.0 0.0 4.7730111882716056e-06 4.7730111882716056e-06 1 HIGALBM296.8136-1.1489 0
296.8181 -1.14 22.192 0.0046 0.0046 0 3.367 0.5 1.0 0.0 2.0829081790123458e-05 2.0829081790123458e-05 1 HIGALBM296.8181-1.1400 0
296.8293 -0.4941 10.992 0.0045 0.0045 0 3.367 0.5 1.0 0.0 2.0538520447530872e-05 2.0538520447530872e-05 1 HIGALBM296.8293-0.4941 0
296.8314 -1.146 22.159 0.0035 0.0035 0 3.367 0.5 1.0 0.0 1.2172345679012346e-05 1.2172345679012346e-05 1 HIGALBM296.8314-1.1460 0
296.8354 -0.9457 -0.813 0.0044 0.0044 0 3.367 0.5 1.0 0.0 1.9286736111111114e-05 1.9286736111111114e-05 1 HIGALBM296.8354-0.9457 0
296.8454 -1.3126 23.289 0.0029 0.0029 0 3.367 0.5 1.0 0.0 8.353705632716049e-06 8.353705632716049e-06 1 HIGALBM296.8454-1.3126 0
296.8551 -1.2284 18.157 0.0038 0.0038 0 3.367 0.5 1.0 0.0 1.4811807484567902e-05 1.4811807484567902e-05 1 HIGALBM296.8551-1.2284 0
296.8637 -1.3382 23.243 0.0028 0.0028 0 3.367 0.5 1.0 0.0 7.762415123456788e-06 7.762415123456788e-06 1 HIGALBM296.8637-1.3382 0
296.8681 -1.3167 23.232 0.0028 0.0028 0 3.367 0.5 1.0 0.0 7.654444444444445e-06 7.654444444444445e-06 1 HIGALBM296.8681-1.3167 0
296.8725 -1.2044 18.112 0.0026 0.0026 0 3.367 0.5 1.0 0.0 6.832415123456791e-06 6.832415123456791e-06 1 HIGALBM296.8725-1.2044 0
296.8776 -1.4573 24.242 0.0037 0.0037 0 3.367 0.5 1.0 0.0 1.3659184027777776e-05 1.3659184027777776e-05 1 HIGALBM296.8776-1.4573 0
296.893 -1.3053 23.17 0.0016 0.0016 0 3.367 0.5 1.0 0.0 2.640625e-06 2.640625e-06 1 HIGALBM296.8930-1.3053 0
296.9049 -1.3202 20.141 0.0031 0.0031 0 3.367 0.5 1.0 0.0 9.378906250000001e-06 9.378906250000001e-06 1 HIGALBM296.9049-1.3202 0
296.912 -1.2218 18.229 0.0042 0.0042 0 3.367 0.5 1.0 0.0 1.7430625e-05 1.7430625e-05 1 HIGALBM296.9120-1.2218 0
296.9146 -1.2111 18.222 0.0034 0.0034 0 3.367 0.5 1.0 0.0 1.1892918595679012e-05 1.1892918595679012e-05 1 HIGALBM296.9146-1.2111 0
296.935 -1.3278 20.065 0.0038 0.0038 0 3.367 0.5 1.0 0.0 1.4156406249999998e-05 1.4156406249999998e-05 1 HIGALBM296.9350-1.3278 0
296.953 -1.1788 18.124 0.0026 0.0026 0 3.367 0.5 1.0 0.0 6.745563271604938e-06 6.745563271604938e-06 1 HIGALBM296.9530-1.1788 0
296.9766 -1.4719 18.227 0.0035 0.0035 0 3.367 0.5 1.0 0.0 1.2075624999999998e-05 1.2075624999999998e-05 1 HIGALBM296.9766-1.4719 0
296.9815 -1.4345 18.215 0.0021 0.0021 0 3.367 0.5 1.0 0.0 4.225308641975309e-06 4.225308641975309e-06 1 HIGALBM296.9815-1.4345 0
297.0141 -1.3906 20.048 0.0023 0.0023 0 3.367 0.5 1.0 0.0 5.33481674382716e-06 5.33481674382716e-06 1 HIGALBM297.0141-1.3906 0
297.0209 -1.147 -0.81 0.0022 0.0022 0 3.367 0.5 1.0 0.0 5.000192901234569e-06 5.000192901234569e-06 1 HIGALBM297.0209-1.1470 0
297.0254 -1.4593 18.102 0.0035 0.0035 0 3.367 0.5 1.0 0.0 1.2504081790123459e-05 1.2504081790123459e-05 1 HIGALBM297.0254-1.4593 0
297.026 -0.4524 15.149 0.0033 0.0033 0 3.367 0.5 1.0 0.0 1.0743827160493828e-05 1.0743827160493828e-05 1 HIGALBM297.0260-0.4524 0
297.0417 -1.4813 20.054 0.0036 0.0036 0 3.367 0.5 1.0 0.0 1.3201111111111112e-05 1.3201111111111112e-05 1 HIGALBM297.0417-1.4813 0
297.0418 -1.1458 0.169 0.0031 0.0031 0 3.367 0.5 1.0 0.0 9.635850694444446e-06 9.635850694444446e-06 1 HIGALBM297.0418-1.1458 0
297.0491 -1.1667 0.149 0.0029 0.0029 0 3.367 0.5 1.0 0.0 8.409999999999999e-06 8.409999999999999e-06 1 HIGALBM297.0491-1.1667 0
297.0514 -0.4445 14.075 0.0024 0.0024 0 3.367 0.5 1.0 0.0 5.766668595679011e-06 5.766668595679011e-06 1 HIGALBM297.0514-0.4445 0
297.0654 -1.3831 21.156 0.0021 0.0021 0 3.367 0.5 1.0 0.0 4.545187114197531e-06 4.545187114197531e-06 1 HIGALBM297.0654-1.3831 0
297.072 -1.4113 21.14 0.0017 0.0017 0 3.367 0.5 1.0 0.0 2.951714891975308e-06 2.951714891975308e-06 1 HIGALBM297.0720-1.4113 0
297.0763 -1.3723 21.129 0.0018 0.0018 0 3.367 0.5 1.0 0.0 3.11620563271605e-06 3.11620563271605e-06 1 HIGALBM297.0763-1.3723 0
297.0775 -0.5824 24.162 0.0038 0.0038 0 3.367 0.5 1.0 0.0 1.4556344521604937e-05 1.4556344521604937e-05 1 HIGALBM297.0775-0.5824 0
297.0778 -1.1626 0.072 0.0032 0.0032 0 3.367 0.5 1.0 0.0 1.0320156249999999e-05 1.0320156249999999e-05 1 HIGALBM297.0778-1.1626 0
297.0818 -0.7231 17.171 0.0044 0.0044 0 3.367 0.5 1.0 0.0 1.936e-05 1.936e-05 1 HIGALBM297.0818-0.7231 0
297.0939 -1.3735 21.084 0.001 0.001 0 3.367 0.5 1.0 0.0 1.0055632716049382e-06 1.0055632716049382e-06 1 HIGALBM297.0939-1.3735 0
297.1011 -1.5203 20.36 0.004 0.004 0 3.367 0.5 1.0 0.0 1.58448225308642e-05 1.58448225308642e-05 1 HIGALBM297.1011-1.5203 0
297.1016 -1.3329 19.248 0.0027 0.0027 0 3.367 0.5 1.0 0.0 7.440771604938272e-06 7.440771604938272e-06 1 HIGALBM297.1016-1.3329 0
297.1123 -1.3697 22.219 0.005 0.005 0 3.367 0.5 1.0 0.0 2.4875156249999997e-05 2.4875156249999997e-05 1 HIGALBM297.1123-1.3697 0
297.137 -1.5887 -12.993 0.0039 0.0039 0 3.367 -0.5 1.0 0.0 1.483319637345679e-05 1.483319637345679e-05 1 HIGALBM297.1370-1.5887 0
297.1378 -1.5607 20.267 0.003 0.003 0 3.367 0.5 1.0 0.0 8.735308641975311e-06 8.735308641975311e-06 1 HIGALBM297.1378-1.5607 0
297.1395 -1.3504 19.152 0.0018 0.0018 0 3.367 0.5 1.0 0.0 3.300277777777778e-06 3.300277777777778e-06 1 HIGALBM297.1395-1.3504 0
297.1396 -1.3411 19.151 0.001 0.001 0 3.367 0.5 1.0 0.0 9.669444444444442e-07 9.669444444444442e-07 1 HIGALBM297.1396-1.3411 0
297.1423 -1.5079 20.255 0.0039 0.0039 0 3.367 0.5 1.0 0.0 1.5080277777777777e-05 1.5080277777777777e-05 1 HIGALBM297.1423-1.5079 0
297.1425 -1.4033 22.143 0.0051 0.0051 0 3.367 0.5 1.0 0.0 2.6422455632716048e-05 2.6422455632716048e-05 1 HIGALBM297.1425-1.4033 0
297.1479 -1.4452 -11.014 0.0053 0.0053 0 3.367 -0.5 1.0 0.0 2.7796327160493828e-05 2.7796327160493828e-05 1 HIGALBM297.1479-1.4452 0
297.1547 -1.434 -11.016 0.0042 0.0042 0 3.367 -0.5 1.0 0.0 1.7791992669753088e-05 1.7791992669753088e-05 1 HIGALBM297.1547-1.4340 0
297.1552 -1.1208 0.064 0.0029 0.0029 0 3.367 0.5 1.0 0.0 8.426118827160492e-06 8.426118827160492e-06 1 HIGALBM297.1552-1.1208 0
297.1605 -1.3665 19.098 0.0024 0.0024 0 3.367 0.5 1.0 0.0 5.880625e-06 5.880625e-06 1 HIGALBM297.1605-1.3665 0
297.1621 -1.502 20.205 0.0032 0.0032 0 3.367 0.5 1.0 0.0 1.0142455632716048e-05 1.0142455632716048e-05 1 HIGALBM297.1621-1.5020 0
297.1632 -0.6429 18.055 0.0032 0.0032 0 3.367 0.5 1.0 0.0 1.0107100694444446e-05 1.0107100694444446e-05 1 HIGALBM297.1632-0.6429 0
297.1689 -0.4379 19.12 0.003 0.003 0 3.367 0.5 1.0 0.0 8.77640625e-06 8.77640625e-06 1 HIGALBM297.1689-0.4379 0
297.1695 -1.3458 18.159 0.0032 0.0032 0 3.367 0.5 1.0 0.0 9.975069444444444e-06 9.975069444444444e-06 1 HIGALBM297.1695-1.3458 0
297.1714 -1.4062 19.266 0.0025 0.0025 0 3.367 0.5 1.0 0.0 6.495418595679013e-06 6.495418595679013e-06 1 HIGALBM297.1714-1.4062 0
297.1812 -1.3482 18.129 0.0018 0.0018 0 3.367 0.5 1.0 0.0 3.275094521604938e-06 3.275094521604938e-06 1 HIGALBM297.1812-1.3482 0
297.2053 -1.3544 18.067 0.0037 0.0037 0 3.367 0.5 1.0 0.0 1.3700279706790121e-05 1.3700279706790121e-05 1 HIGALBM297.2053-1.3544 0
297.212 -1.3812 19.163 0.005 0.005 0 3.367 0.5 1.0 0.0 2.5306489197530864e-05 2.5306489197530864e-05 1 HIGALBM297.2120-1.3812 0
297.2139 -0.3717 24.09 0.0032 0.0032 0 3.367 0.5 1.0 0.0 1.0195603780864196e-05 1.0195603780864196e-05 1 HIGALBM297.2139-0.3717 0
297.2239 -0.5079 23.062 0.0041 0.0041 0 3.367 0.5 1.0 0.0 1.651519290123457e-05 1.651519290123457e-05 1 HIGALBM297.2239-0.5079 0
297.2258 -0.8275 27.046 0.0049 0.0049 0 3.367 0.5 1.0 0.0 2.4064475308641975e-05 2.4064475308641975e-05 1 HIGALBM297.2258-0.8275 0
297.2351 -0.4947 22.201 0.002 0.002 0 3.367 0.5 1.0 0.0 4.162733410493826e-06 4.162733410493826e-06 1 HIGALBM297.2351-0.4947 0
297.2407 -0.7631 20.299 0.0033 0.0033 0 3.367 0.5 1.0 0.0 1.1000277777777778e-05 1.1000277777777778e-05 1 HIGALBM297.2407-0.7631 0
297.2432 -0.4077 20.162 0.005 0.005 0 3.367 0.5 1.0 0.0 2.4502500000000005e-05 2.4502500000000005e-05 1 HIGALBM297.2432-0.4077 0
297.2463 -0.4629 22.173 0.0037 0.0037 0 3.367 0.5 1.0 0.0 1.403126736111111e-05 1.403126736111111e-05 1 HIGALBM297.2463-0.4629 0
297.2497 -1.3268 17.165 0.002 0.002 0 3.367 0.5 1.0 0.0 4.168402777777777e-06 4.168402777777777e-06 1 HIGALBM297.2497-1.3268 0
297.251 -0.762 20.272 0.0034 0.0034 0 3.367 0.5 1.0 0.0 1.1883341049382716e-05 1.1883341049382716e-05 1 HIGALBM297.2510-0.7620 0
297.2512 -0.2932 14.082 0.0046 0.0046 0 3.367 0.5 1.0 0.0 2.133926697530864e-05 2.133926697530864e-05 1 HIGALBM297.2512-0.2932 0
297.2514 -1.3815 16.143 0.0035 0.0035 0 3.367 0.5 1.0 0.0 1.2543402777777776e-05 1.2543402777777776e-05 1 HIGALBM297.2514-1.3815 0
297.2526 -0.2686 14.078 0.0019 0.0019 0 3.367 0.5 1.0 0.0 3.5052160493827166e-06 3.5052160493827166e-06 1 HIGALBM297.2526-0.2686 0
297.2545 -0.2331 15.192 0.0037 0.0037 0 3.367 0.5 1.0 0.0 1.3352934027777778e-05 1.3352934027777778e-05 1 HIGALBM297.2545-0.2331 0
297.2559 -1.4686 16.076 0.0032 0.0032 0 3.367 0.5 1.0 0.0 1.003657600308642e-05 1.003657600308642e-05 1 HIGALBM297.2559-1.4686 0
297.2565 -0.7482 20.259 0.004 0.004 0 3.367 0.5 1.0 0.0 1.6368767361111112e-05 1.6368767361111112e-05 1 HIGALBM297.2565-0.7482 0
297.2579 -1.4148 16.126 0.0031 0.0031 0 3.367 0.5 1.0 0.0 9.748271604938273e-06 9.748271604938273e-06 1 HIGALBM297.2579-1.4148 0
297.2617 -0.3253 11.147 0.0031 0.0031 0 3.367 0.5 1.0 0.0 9.59278549382716e-06 9.59278549382716e-06 1 HIGALBM297.2617-0.3253 0
297.2831 -0.288 13.999 0.0023 0.0023 0 3.367 0.5 1.0 0.0 5.463906249999999e-06 5.463906249999999e-06 1 HIGALBM297.2831-0.2880 0
297.2942 -0.4444 22.052 0.0026 0.0026 0 3.367 0.5 1.0 0.0 6.788919753086421e-06 6.788919753086421e-06 1 HIGALBM297.2942-0.4444 0
297.297 -0.724 20.156 0.0014 0.0014 0 3.367 0.5 1.0 0.0 2.0266685956790126e-06 2.0266685956790126e-06 1 HIGALBM297.2970-0.7240 0
297.3007 -0.8283 28.147 0.0027 0.0027 0 3.367 0.5 1.0 0.0 7.524353780864197e-06 7.524353780864197e-06 1 HIGALBM297.3007-0.8283 0
297.3109 -0.471 22.064 0.0021 0.0021 0 3.367 0.5 1.0 0.0 4.604600694444444e-06 4.604600694444444e-06 1 HIGALBM297.3109-0.4710 0
297.3131 -0.5718 27.023 0.0032 0.0032 0 3.367 0.5 1.0 0.0 1.0124770447530864e-05 1.0124770447530864e-05 1 HIGALBM297.3131-0.5718 0
297.3167 0.1912 15.151 0.0028 0.0028 0 3.367 0.5 1.0 0.0 8.10667438271605e-06 8.10667438271605e-06 1 HIGALBM297.3167+0.1912 0
297.3203 -0.486 22.04 0.0044 0.0044 0 3.367 0.5 1.0 0.0 1.893458526234568e-05 1.893458526234568e-05 1 HIGALBM297.3203-0.4860 0
297.3217 -0.2731 14.008 0.0014 0.0014 0 3.367 0.5 1.0 0.0 1.913611111111111e-06 1.913611111111111e-06 1 HIGALBM297.3217-0.2731 0
297.3265 -0.2657 13.995 0.0036 0.0036 0 3.367 0.5 1.0 0.0 1.3060192901234566e-05 1.3060192901234566e-05 1 HIGALBM297.3265-0.2657 0
297.3267 -0.279 13.995 0.0045 0.0045 0 3.367 0.5 1.0 0.0 2.04630574845679e-05 2.04630574845679e-05 1 HIGALBM297.3267-0.2790 0
297.3357 -0.3021 22.045 0.0054 0.0054 0 3.367 0.5 1.0 0.0 2.9160000000000002e-05 2.9160000000000002e-05 1 HIGALBM297.3357-0.3021 0
297.3362 0.2153 15.101 0.0027 0.0027 0 3.367 0.5 1.0 0.0 7.440771604938272e-06 7.440771604938272e-06 1 HIGALBM297.3362+0.2153 0
297.3588 -0.3991 20.107 0.0049 0.0049 0 3.367 0.5 1.0 0.0 2.354945216049382e-05 2.354945216049382e-05 1 HIGALBM297.3588-0.3991 0
297.3662 -0.509 18.014 0.0034 0.0034 0 3.367 0.5 1.0 0.0 1.1560000000000001e-05 1.1560000000000001e-05 1 HIGALBM297.3662-0.5090 0
297.3764 -0.2646 20.226 0.0043 0.0043 0 3.367 0.5 1.0 0.0 1.8204444444444447e-05 1.8204444444444447e-05 1 HIGALBM297.3764-0.2646 0
297.3828 -0.8163 32.259 0.0019 0.0019 0 3.367 0.5 1.0 0.0 3.4225000000000003e-06 3.4225000000000003e-06 1 HIGALBM297.3828-0.8163 0
297.3857 -0.0458 15.103 0.0018 0.0018 0 3.367 0.5 1.0 0.0 3.381512345679012e-06 3.381512345679012e-06 1 HIGALBM297.3857-0.0458 0
297.3881 -0.8466 29.159 0.005 0.005 0 3.367 0.5 1.0 0.0 2.5334444444444445e-05 2.5334444444444445e-05 1 HIGALBM297.3881-0.8466 0
297.3896 -0.6233 27.26 0.0017 0.0017 0 3.367 0.5 1.0 0.0 2.8242669753086422e-06 2.8242669753086422e-06 1 HIGALBM297.3896-0.6233 0
297.3902 -0.8721 29.154 0.0047 0.0047 0 3.367 0.5 1.0 0.0 2.1803711419753082e-05 2.1803711419753082e-05 1 HIGALBM297.3902-0.8721 0
297.3921 -1.3149 13.088 0.0023 0.0023 0 3.367 0.5 1.0 0.0 5.245372299382714e-06 5.245372299382714e-06 1 HIGALBM297.3921-1.3149 0
297.3928 -0.6355 26.057 0.0028 0.0028 0 3.367 0.5 1.0 0.0 7.754677854938273e-06 7.754677854938273e-06 1 HIGALBM297.3928-0.6355 0
297.4003 -0.5704 27.233 0.0047 0.0047 0 3.367 0.5 1.0 0.0 2.2391298225308644e-05 2.2391298225308644e-05 1 HIGALBM297.4003-0.5704 0
297.4022 -0.6518 26.034 0.0016 0.0016 0 3.367 0.5 1.0 0.0 2.595679012345679e-06 2.595679012345679e-06 1 HIGALBM297.4022-0.6518 0
297.4056 -0.6223 27.22 0.0011 0.0011 0 3.367 0.5 1.0 0.0 1.303402777777778e-06 1.303402777777778e-06 1 HIGALBM297.4056-0.6223 0
297.4073 -0.5778 27.216 0.0026 0.0026 0 3.367 0.5 1.0 0.0 6.963734567901235e-06 6.963734567901235e-06 1 HIGALBM297.4073-0.5778 0
297.4182 -0.6318 27.189 0.0093 0.0093 0 3.367 0.5 1.0 0.0 8.620606674382716e-05 8.620606674382716e-05 1 HIGALBM297.4182-0.6318 0
297.4294 -0.8247 32.146 0.0041 0.0041 0 3.367 0.5 1.0 0.0 1.716490933641975e-05 1.716490933641975e-05 1 HIGALBM297.4294-0.8247 0
297.4307 -0.8637 29.055 0.0041 0.0041 0 3.367 0.5 1.0 0.0 1.651519290123457e-05 1.651519290123457e-05 1 HIGALBM297.4307-0.8637 0
297.434 -0.0385 16.01 0.003 0.003 0 3.367 0.5 1.0 0.0 9.06679012345679e-06 9.06679012345679e-06 1 HIGALBM297.4340-0.0385 0
297.4396 -0.6961 29.117 0.0019 0.0019 0 3.367 0.5 1.0 0.0 3.6576562499999996e-06 3.6576562499999996e-06 1 HIGALBM297.4396-0.6961 0
297.4475 -0.6082 14.284 0.0061 0.0061 0 3.367 0.5 1.0 0.0 3.768595679012346e-05 3.768595679012346e-05 1 HIGALBM297.4475-0.6082 0
297.4541 -0.0092 15.091 0.0031 0.0031 0 3.367 0.5 1.0 0.0 9.412964891975309e-06 9.412964891975309e-06 1 HIGALBM297.4541-0.0092 0
297.455 -0.6691 29.08 0.0037 0.0037 0 3.367 0.5 1.0 0.0 1.39585262345679e-05 1.39585262345679e-05 1 HIGALBM297.4550-0.6691 0
297.4564 -0.7477 29.087 0.0018 0.0018 0 3.367 0.5 1.0 0.0 3.225017361111111e-06 3.225017361111111e-06 1 HIGALBM297.4564-0.7477 0
297.4567 -0.763 29.086 0.0015 0.0015 0 3.367 0.5 1.0 0.0 2.2541685956790126e-06 2.2541685956790126e-06 1 HIGALBM297.4567-0.7630 0
297.4619 -0.7857 32.162 0.0034 0.0034 0 3.367 0.5 1.0 0.0 1.1588350694444447e-05 1.1588350694444447e-05 1 HIGALBM297.4619-0.7857 0
297.4701 -0.6407 29.043 0.0044 0.0044 0 3.367 0.5 1.0 0.0 1.8946674382716047e-05 1.8946674382716047e-05 1 HIGALBM297.4701-0.6407 0
297.4706 -0.735 29.052 0.0022 0.0022 0 3.367 0.5 1.0 0.0 4.6884278549382714e-06 4.6884278549382714e-06 1 HIGALBM297.4706-0.7350 0
297.4719 -0.7507 29.049 0.0043 0.0043 0 3.367 0.5 1.0 0.0 1.853780864197531e-05 1.853780864197531e-05 1 HIGALBM297.4719-0.7507 0
297.4719 -0.7281 29.049 0.0022 0.0022 0 3.367 0.5 1.0 0.0 4.9074556327160495e-06 4.9074556327160495e-06 1 HIGALBM297.4719-0.7281 0
297.4762 -0.7749 32.127 0.0048 0.0048 0 3.367 0.5 1.0 0.0 2.3040000000000003e-05 2.3040000000000003e-05 1 HIGALBM297.4762-0.7749 0
297.495 -0.5703 14.16 0.0047 0.0047 0 3.367 0.5 1.0 0.0 2.2404444444444444e-05 2.2404444444444444e-05 1 HIGALBM297.4950-0.5703 0
297.4996 -0.1377 15.082 0.0038 0.0038 0 3.367 0.5 1.0 0.0 1.436620563271605e-05 1.436620563271605e-05 1 HIGALBM297.4996-0.1377 0
297.5006 0.0114 14.2 0.0029 0.0029 0 3.367 0.5 1.0 0.0 8.305603780864198e-06 8.305603780864198e-06 1 HIGALBM297.5006+0.0114 0
297.506 -0.0175 14.186 0.0029 0.0029 0 3.367 0.5 1.0 0.0 8.369770447530863e-06 8.369770447530863e-06 1 HIGALBM297.5060-0.0175 0
297.5077 -0.7788 32.124 0.0022 0.0022 0 3.367 0.5 1.0 0.0 4.870603780864198e-06 4.870603780864198e-06 1 HIGALBM297.5077-0.7788 0
297.5085 -0.5545 26.209 0.0021 0.0021 0 3.367 0.5 1.0 0.0 4.31716049382716e-06 4.31716049382716e-06 1 HIGALBM297.5085-0.5545 0
297.5131 -0.787 32.111 0.002 0.002 0 3.367 0.5 1.0 0.0 3.829631558641975e-06 3.829631558641975e-06 1 HIGALBM297.5131-0.7870 0
297.5169 -0.0283 14.158 0.0036 0.0036 0 3.367 0.5 1.0 0.0 1.2622229938271603e-05 1.2622229938271603e-05 1 HIGALBM297.5169-0.0283 0
297.5205 -0.0089 14.148 0.0031 0.0031 0 3.367 0.5 1.0 0.0 9.361900077160494e-06 9.361900077160494e-06 1 HIGALBM297.5205-0.0089 0
297.5243 -0.8018 32.084 0.0042 0.0042 0 3.367 0.5 1.0 0.0 1.789760030864198e-05 1.789760030864198e-05 1 HIGALBM297.5243-0.8018 0
297.5247 -0.0379 16.071 0.0032 0.0032 0 3.367 0.5 1.0 0.0 1.0133611111111113e-05 1.0133611111111113e-05 1 HIGALBM297.5247-0.0379 0
297.528 -0.5304 26.16 0.0028 0.0028 0 3.367 0.5 1.0 0.0 7.957100694444443e-06 7.957100694444443e-06 1 HIGALBM297.5280-0.5304 0
297.531 -0.1252 15.11 0.0017 0.0017 0 3.367 0.5 1.0 0.0 2.7639062500000004e-06 2.7639062500000004e-06 1 HIGALBM297.5310-0.1252 0
297.5324 -0.8225 32.065 0.0028 0.0028 0 3.367 0.5 1.0 0.0 7.855563271604938e-06 7.855563271604938e-06 1 HIGALBM297.5324-0.8225 0
297.5406 -0.0382 16.03 0.0022 0.0022 0 3.367 0.5 1.0 0.0 4.950625e-06 4.950625e-06 1 HIGALBM297.5406-0.0382 0
297.541 -0.2675 21.145 0.0024 0.0024 0 3.367 0.5 1.0 0.0 5.887363040123455e-06 5.887363040123455e-06 1 HIGALBM297.5410-0.2675 0
297.5432 -0.1658 15.079 0.0031 0.0031 0 3.367 0.5 1.0 0.0 9.319452160493829e-06 9.319452160493829e-06 1 HIGALBM297.5432-0.1658 0
