GLON GLAT VLSR a b pa d_VLSR p_far cos_pa sin_pa aa bb Dist_lit KDA f_avg ID in_grs
31.0766 -0.0987 91.5200 0.0060 0.0036 264 3.3200 -0.5 -0.10452846326765423 -0.9945218953682733 3.6350850694444435e-05 1.2930017361111111e-05 5.7 N 1 4670 1
31.1371 -0.2881 87.5400 0.0032 0.0023 200 3.3200 -0.5 -0.9396926207859084 -0.34202014332566866 9.9225e-06 5.4509278549382705e-06 5.44 N 1 4688 1
31.1262 -0.1975 101.4900 0.0078 0.0056 168 3.3200 -0.5 -0.9781476007338056 0.20791169081775973 6.0558659336419756e-05 3.092595679012346e-05 6.62 N 1 4689 1
31.1726 0.4637 79.8500 0.0030 0.0017 167 3.3200 -0.5 -0.9743700647852351 0.2249510543438652 8.908566743827158e-06 2.8523456790123455e-06 4.97 N 1 4700 1
31.2215 -0.5373 80.9100 0.0045 0.0039 115 3.3200 -0.5 -0.42261826174069933 0.90630778703665 1.9938705632716044e-05 1.546018711419753e-05 5.04 N 1 4711 1
31.2208 0.5363 27.9900 0.0031 0.0023 92 3.3200 0.5 -0.034899496702500955 0.9993908270190958 9.378906250000001e-06 5.470401234567902e-06 12.54 F 1 4712 1
31.2265 -0.4482 89.0300 0.0017 0.0011 188 3.3200 0.5 -0.9902680687415703 -0.13917310096006552 2.8711419753086417e-06 1.2750173611111113e-06 9.0 F 1 4713 1
31.2654 -0.3164 98.9900 0.0055 0.0036 206 3.3200 0.5 -0.8987940462991669 -0.43837114678907746 3.0265279706790125e-05 1.3251622299382717e-05 8.18 F 1 4727 1
31.2800 0.4988 89.4100 0.0053 0.0032 162 3.3200 -0.5 -0.9510565162951535 0.3090169943749475 2.817840277777778e-05 1.0338011188271602e-05 5.57 N 1 4737 1
31.2881 0.5103 86.0100 0.0018 0.0016 113 3.3200 -0.5 -0.3907311284892736 0.9205048534524404 3.215048225308642e-06 2.6316049382716048e-06 5.35 N 1 4739 1
31.2912 -0.0931 21.2800 0.0050 0.0048 105 3.3200 0.5 -0.25881904510252063 0.9659258262890683 2.5069492669753084e-05 2.2973381558641977e-05 12.98 F 1 4740 1
31.3707 -0.0600 97.0000 0.0076 0.0055 239 3.3200 -0.5 -0.5150380749100545 -0.8571673007021121 5.767558641975309e-05 3.009741512345679e-05 6.17 N 1 4751 1
31.3852 -0.1054 88.5300 0.0041 0.0034 232 3.3200 -0.5 -0.6156614753256582 -0.788010753606722 1.670765625e-05 1.1787777777777778e-05 5.52 N 1 4754 1
31.3927 0.4463 91.1100 0.0039 0.0022 238 3.3200 -0.5 -0.529919264233205 -0.8480480961564258 1.5188341049382714e-05 4.9753780864197524e-06 5.7 N 1 4757 1
31.3977 -0.0205 97.0600 0.0096 0.0047 253 3.3200 -0.5 -0.2923717047227362 -0.9563047559630357 9.226669753086418e-05 2.2011736111111112e-05 6.18 N 1 4758 1
31.3955 -0.2623 87.5400 0.0056 0.0038 119 3.3200 -0.5 -0.48480962024633695 0.8746197071393959 3.118912229938272e-05 1.449282600308642e-05 5.45 N 1 4760 1
31.4063 -0.1974 33.7300 0.0036 0.0029 257 3.3200 -0.5 -0.22495105434386528 -0.9743700647852351 1.2760771604938268e-05 8.53938271604938e-06 2.36 N 1 4761 1
31.4135 0.0476 45.1900 0.0042 0.0026 143 3.3200 -0.5 -0.7986355100472929 0.6018150231520482 1.744222415123457e-05 6.616327160493828e-06 3.05 N 1 4763 1
31.4210 -0.1387 31.7400 0.0052 0.0041 221 3.3200 -0.5 -0.7547095802227721 -0.6560590289905072 2.744595679012345e-05 1.7027085262345678e-05 2.24 N 1 4768 1
31.4360 -0.0595 81.3400 0.0032 0.0023 127 3.3200 0.5 -0.601815023152048 0.798635510047293 1.04904012345679e-05 5.412085262345678e-06 9.43 F 1 4771 1
31.4460 -0.2346 33.7300 0.0038 0.0025 238 3.3200 0.5 -0.529919264233205 -0.8480480961564258 1.4566944444444443e-05 6.431859567901236e-06 12.14 F 1 4774 1
31.4719 -0.0111 43.7200 0.0036 0.0009 250 3.3200 -0.5 -0.3420201433256685 -0.9396926207859084 1.2721111111111111e-05 8.659336419753087e-07 2.97 N 1 4782 1
31.4713 -0.3406 92.0200 0.0043 0.0041 143 3.3200 0.5 -0.7986355100472929 0.6018150231520482 1.839456790123457e-05 1.6616946373456792e-05 8.73 F 1 4786 1
31.4924 -0.0211 98.1300 0.0049 0.0033 158 3.3200 -0.5 -0.9271838545667873 0.37460659341591224 2.410537229938272e-05 1.1055625000000001e-05 6.3 N 1 4787 1
38.4658 -0.0649 24.8000 0.0022 0.0018 144 3.3200 0.5 -0.8090169943749473 0.5877852522924732 5.00640625e-06 3.275094521604938e-06 11.62 F 1 5916 1
38.6611 0.2243 29.2200 0.0042 0.0022 151 3.3200 0.5 -0.8746197071393957 0.48480962024633717 1.75235262345679e-05 4.7790817901234575e-06 11.29 F 1 5927 1
